id,sex,age,height,weight,income,education,confession,children,happiness,fitness,food,alcohol,tattoos,rhine,datause,consultations,hiking,fasnacht,eyecor
8002,male,24,160.2,NA,3800,SEK_III,catholic,1,10,8,650,21,0,0,81,4,33,no,yes
8003,female,45,156,62.4,8e3,apprenticeship,other,0,8,7,930,27,0,0,72,7,39,no,no
8004,male,46,195.5,99.9,8500,SEK_III,evangelical-reformed,3,6,5,1080,18,0,3,114,3,30,no,yes
8005,female,57,145.4,70.4,9100,SEK_III,NA,1,5,6,810,24,0,2,118,2,70,no,no
8006,female,36,154.4,58.5,6900,SEK_III,other,2,8,4,630,51,3,9,109,4,67,no,yes
8007,female,38,171.3,63.6,6200,SEK_II,evangelical-reformed,3,8,4,1230,20,5,9,97,2,14,no,yes
8008,male,91,162.7,87.4,15400,obligatory_school,evangelical-reformed,3,5,4,770,55,0,3,89,4,42,no,yes
8009,female,53,183.8,72.7,7600,SEK_III,confessionless,2,7,8,830,22,2,5,94,6,55,no,yes
8010,male,56,168.4,81.4,9200,apprenticeship,other,3,6,6,1100,0,6,1,83,2,60,no,no
8011,male,59,169.7,76.4,NA,apprenticeship,catholic,2,8,6,NA,48,0,8,117,3,44,no,no
8012,female,52,157,63.5,9400,obligatory_school,confessionless,2,7,7,920,46,3,5,42,3,21,no,yes
8013,female,54,181.1,51.8,8700,apprenticeship,other,1,6,6,1270,25,4,5,122,7,59,no,yes
8014,female,46,169.4,56.2,10700,apprenticeship,NA,1,8,5,1030,33,0,7,94,4,70,no,yes
8015,female,38,176.9,NA,6400,SEK_II,catholic,0,7,7,790,0,0,1,78,4,74,no,yes
8016,female,30,158.4,65.6,5300,apprenticeship,evangelical-reformed,2,9,5,880,0,0,4,89,4,77,no,yes
8017,female,44,154.5,56.1,8100,SEK_III,confessionless,3,6,5,1020,15,0,1,94,7,76,no,yes
8018,male,31,176.6,NA,6300,SEK_III,confessionless,1,8,6,230,41,0,4,78,3,51,no,yes
8019,female,38,158.9,75,4800,apprenticeship,evangelical-reformed,2,6,6,880,0,0,6,55,5,96,no,yes
8020,male,53,179.9,74.8,NA,obligatory_school,NA,0,7,3,NA,0,0,2,66,3,133,no,yes
8021,female,19,167.5,67.5,3100,SEK_III,evangelical-reformed,3,6,6,430,21,1,4,118,7,52,no,no
8022,female,65,171.6,56.7,11600,apprenticeship,other,3,9,6,1420,20,0,7,65,3,65,no,yes
8023,female,23,164.6,53,NA,apprenticeship,catholic,1,6,3,NA,27,3,0,90,4,73,no,yes
8024,female,24,172.4,77.9,5100,apprenticeship,NA,1,7,8,830,43,3,5,90,3,46,no,yes
8025,male,41,163.6,109.5,1e4,SEK_II,NA,0,7,4,980,32,0,1,95,4,19,no,yes
8026,female,35,160.9,NA,5900,SEK_III,muslim,0,6,3,260,36,4,4,79,6,20,no,no
8027,female,55,164.8,71.5,8500,SEK_III,evangelical-reformed,2,9,6,1200,12,2,0,102,6,49,no,no
8028,female,31,157.3,66.7,NA,SEK_III,catholic,1,7,7,NA,7,0,2,76,4,69,no,yes
8029,female,31,163.5,NA,4200,apprenticeship,confessionless,2,5,2,510,28,0,4,78,4,46,yes,no
8030,female,45,152.3,NA,NA,SEK_III,evangelical-reformed,2,7,6,NA,26,0,0,101,7,71,no,no
8031,female,26,173.7,NA,6100,SEK_III,catholic,4,7,5,770,28,0,3,120,4,52,no,no
8032,female,31,173,60.4,7500,apprenticeship,confessionless,1,7,3,1030,24,2,0,92,4,41,no,yes
8033,female,52,162.4,NA,NA,obligatory_school,evangelical-reformed,3,6,6,NA,37,0,1,83,2,75,no,yes
8034,male,62,188.9,87.6,10200,SEK_III,NA,3,6,3,880,34,4,4,119,3,61,no,yes
8035,female,43,137.2,NA,7300,obligatory_school,NA,1,7,2,950,13,0,1,84,6,70,no,yes
8036,female,88,144.9,70.1,15300,apprenticeship,other,2,6,9,1550,28,5,7,61,8,59,no,yes
8037,male,33,177.6,NA,4800,apprenticeship,confessionless,2,7,9,1110,13,0,5,98,0,103,no,yes
8038,male,37,180.5,76.6,NA,apprenticeship,evangelical-reformed,1,8,7,NA,39,2,4,105,2,96,no,yes
8039,male,31,158.4,82.8,3700,obligatory_school,confessionless,3,5,5,100,31,0,5,59,5,113,no,yes
8040,male,36,181.9,76.4,6200,apprenticeship,NA,2,9,8,930,32,0,3,81,1,74,no,yes
8041,male,35,189.3,74.7,4e3,SEK_III,evangelical-reformed,3,5,2,470,47,3,3,99,3,36,no,yes
8042,female,28,170.9,56.9,NA,apprenticeship,evangelical-reformed,3,8,6,NA,0,0,0,65,4,73,yes,no
8043,male,24,176.6,97.6,4300,obligatory_school,catholic,1,7,4,-100,57,2,9,72,2,63,no,no
8044,female,35,175.1,NA,3300,apprenticeship,NA,1,9,3,360,17,0,7,85,3,57,no,no
8045,male,37,175.1,68.5,5400,SEK_III,confessionless,2,6,6,870,5,3,2,78,2,11,no,yes
8046,male,40,185.9,78.2,7100,SEK_III,evangelical-reformed,2,7,3,520,48,0,5,32,2,74,no,yes
8047,female,51,167.5,65.1,9600,SEK_II,NA,1,7,2,1130,0,5,7,106,4,27,no,yes
8048,male,52,178.7,103.2,NA,apprenticeship,catholic,4,7,6,NA,0,0,0,142,6,43,no,yes
8049,female,49,165,66.9,8100,apprenticeship,catholic,3,7,3,370,27,0,3,113,5,60,yes,yes
8050,male,52,180.5,88.5,9900,apprenticeship,evangelical-reformed,2,5,8,690,57,0,4,83,3,62,no,yes
8051,male,37,157.4,71.9,NA,SEK_III,catholic,1,7,3,NA,52,0,0,93,1,25,no,yes
8052,male,21,177.4,89.7,2200,SEK_III,evangelical-reformed,1,9,4,-170,51,4,4,94,1,50,no,yes
8053,female,51,171.6,56.9,8700,SEK_II,catholic,3,7,4,1020,8,0,5,114,3,46,no,no
8054,female,41,165,NA,7700,SEK_III,confessionless,2,8,1,1360,0,0,3,84,4,66,no,no
8055,female,39,138.6,NA,NA,apprenticeship,catholic,1,7,3,NA,26,4,7,86,9,63,no,yes
8056,female,51,155,73.4,8200,apprenticeship,confessionless,2,6,5,840,23,0,4,79,1,40,no,no
8057,male,35,172.2,78,4800,apprenticeship,NA,1,8,5,460,41,7,7,85,4,60,no,yes
8058,male,68,189.9,72.1,9800,apprenticeship,confessionless,2,6,4,1290,0,1,4,58,4,36,no,yes
8059,male,32,189.6,93.4,4700,SEK_III,catholic,1,6,5,830,31,11,2,65,2,23,no,yes
8060,female,42,165.7,52.5,7700,SEK_II,catholic,2,7,1,1270,5,0,1,132,3,67,no,yes
8061,female,38,168.9,69.2,NA,SEK_III,confessionless,2,6,4,NA,46,0,5,109,6,29,no,yes
8062,male,66,188.1,NA,13100,SEK_III,confessionless,4,5,4,1270,36,0,4,76,4,67,no,no
8063,male,48,208.4,107.3,10200,SEK_III,catholic,1,6,6,1440,0,0,4,78,2,50,no,yes
8064,female,31,169,56.4,6400,SEK_III,NA,1,7,4,790,3,0,5,105,6,55,no,yes
8065,female,20,159.9,64.1,2300,obligatory_school,confessionless,0,6,4,-210,55,0,6,106,4,66,no,yes
8066,female,64,167.6,66.2,11300,SEK_III,evangelical-reformed,2,9,3,1350,31,0,2,42,5,66,no,yes
8067,female,35,158.6,56.1,4200,SEK_II,catholic,3,7,3,990,0,0,0,87,2,10,no,yes
8068,female,31,170.8,58.4,8600,obligatory_school,evangelical-reformed,2,9,4,1090,30,5,6,67,6,97,no,yes
8069,male,26,158.3,76.5,5400,SEK_III,catholic,1,8,8,910,18,0,5,115,4,56,no,no
8070,female,45,171.1,66.2,8700,apprenticeship,evangelical-reformed,2,5,3,1120,0,3,7,53,7,60,no,yes
8071,female,31,162.5,67.8,6e3,apprenticeship,confessionless,3,7,6,590,40,7,5,101,7,71,no,no
8072,male,73,178.7,68,13900,SEK_III,catholic,2,6,7,1110,61,5,1,65,4,50,no,no
8073,male,31,188.5,NA,5200,apprenticeship,NA,1,6,5,310,40,3,5,52,5,54,no,yes
8074,female,36,168.8,62.7,NA,SEK_II,other,2,7,5,NA,22,3,3,65,5,34,no,yes
8075,female,64,166.7,65.7,11500,apprenticeship,NA,0,7,8,1050,29,2,5,128,7,28,no,no
8076,female,36,160.9,53.8,6600,SEK_III,catholic,3,8,5,520,34,0,5,96,7,92,no,yes
8077,female,28,166.7,55.3,5700,SEK_II,evangelical-reformed,2,7,3,810,21,0,8,114,4,83,no,yes
8078,male,31,184.6,86.3,4600,apprenticeship,evangelical-reformed,2,6,3,800,0,0,7,89,3,58,no,yes
8079,male,40,188.3,NA,8400,apprenticeship,confessionless,1,7,9,840,42,0,3,85,3,68,no,no
8080,female,48,180,58.8,8500,obligatory_school,evangelical-reformed,3,7,6,820,22,4,4,66,9,58,no,yes
8081,female,44,153.3,64.5,5700,SEK_III,confessionless,1,8,8,720,30,0,3,103,6,42,no,no
8082,male,31,180.1,77.5,6600,SEK_III,catholic,2,9,2,870,45,0,6,86,1,55,no,yes
8083,male,59,168,78.3,11100,SEK_III,confessionless,1,6,6,1030,42,0,3,89,5,98,no,no
8084,female,47,180.5,64.4,8300,SEK_III,catholic,3,7,7,1130,6,0,7,84,8,97,no,yes
8085,female,40,167.5,81.9,7700,apprenticeship,catholic,2,5,4,690,25,0,6,87,4,90,no,yes
8086,male,70,175.9,70,11200,apprenticeship,catholic,1,7,5,1220,43,0,6,82,6,29,no,yes
8087,male,56,171.6,90.3,8800,obligatory_school,muslim,0,6,7,280,50,3,3,79,3,65,no,no
8088,male,60,182.5,80.8,10300,apprenticeship,catholic,4,7,3,1090,50,0,5,85,3,74,no,yes
8089,male,56,183.4,97,10400,SEK_III,confessionless,1,5,8,1150,28,5,4,86,3,78,no,yes
8090,male,44,185.1,82,9e3,SEK_III,catholic,2,7,6,840,44,0,3,67,2,63,no,yes
8091,male,58,167.7,79.2,10900,apprenticeship,other,3,7,7,1360,39,5,2,96,3,102,no,yes
8092,female,37,164.4,55.3,NA,SEK_III,catholic,2,7,7,NA,7,5,8,95,4,74,no,no
8093,male,37,171.2,85.8,5100,SEK_III,NA,4,6,6,30,82,0,1,104,4,63,no,yes
8094,female,31,155.1,72.6,NA,SEK_III,evangelical-reformed,0,7,6,NA,0,0,0,68,2,71,no,yes
8095,female,59,165.8,59.7,9900,apprenticeship,NA,2,7,4,1190,18,0,2,84,4,27,no,yes
8096,male,48,171.8,53.9,8600,apprenticeship,evangelical-reformed,1,7,5,1100,0,0,6,90,4,48,no,yes
8097,male,35,179.4,NA,5100,apprenticeship,catholic,2,7,5,610,20,0,5,121,2,58,no,yes
8098,female,52,165.1,64.3,7800,SEK_III,catholic,2,6,3,770,32,5,6,108,4,68,no,yes
8099,female,41,158.2,69,NA,apprenticeship,NA,0,7,7,NA,32,5,4,39,6,78,no,yes
8100,male,39,182.8,85.9,6e3,SEK_III,confessionless,1,7,8,410,59,7,4,92,3,61,no,no
8101,female,51,165.7,NA,8100,apprenticeship,confessionless,3,7,8,690,28,4,3,97,4,74,no,no
8102,male,48,179.5,105.9,10100,SEK_III,confessionless,0,8,3,1200,40,0,2,89,5,52,no,no
8103,female,73,160.4,66.6,NA,obligatory_school,catholic,2,5,7,NA,8,0,6,112,5,79,no,yes
8104,female,27,158.9,56.2,4500,apprenticeship,catholic,2,9,6,910,20,0,6,119,3,76,no,no
8105,male,39,173,92.8,6100,apprenticeship,evangelical-reformed,3,5,6,470,31,1,0,81,4,44,no,no
8106,male,29,169.1,87,6200,SEK_III,confessionless,3,7,2,530,44,5,4,106,3,94,no,yes
8107,female,38,174.7,63.2,6400,SEK_III,evangelical-reformed,3,6,7,830,17,0,5,99,5,106,no,no
8108,male,41,168.7,104.8,9100,SEK_III,confessionless,3,6,3,940,0,0,0,117,3,48,no,yes
8109,female,24,170.4,72.4,6500,apprenticeship,NA,1,7,3,1090,8,0,4,110,6,62,no,no
8110,female,34,148.9,49.8,4900,SEK_III,confessionless,3,8,3,870,13,6,0,85,6,64,no,no
8111,female,80,157.7,75.6,13200,SEK_III,catholic,2,7,6,1860,0,3,3,80,7,64,no,yes
8112,male,41,193.7,NA,8100,SEK_III,other,2,7,7,520,46,0,1,38,3,68,no,yes
8113,male,71,171.2,87,12400,SEK_III,NA,0,7,4,1130,49,1,3,101,5,84,no,no
8114,female,46,163.8,NA,6800,SEK_III,evangelical-reformed,2,5,7,370,35,0,5,68,6,80,no,no
8115,female,61,160,NA,9100,apprenticeship,NA,2,8,5,1400,0,0,8,72,4,38,no,yes
8116,female,27,157.8,57.6,4800,apprenticeship,confessionless,2,7,6,130,26,0,2,103,5,69,no,no
8117,male,35,177.4,89.3,NA,apprenticeship,evangelical-reformed,4,8,6,NA,13,0,6,59,2,42,no,yes
8118,female,49,154.6,57.6,8e3,apprenticeship,catholic,4,8,8,1090,26,4,8,87,8,53,no,yes
8119,male,48,173.5,96.8,8900,apprenticeship,evangelical-reformed,0,7,4,760,51,3,4,77,3,40,no,yes
8120,male,29,197.3,80.4,5900,apprenticeship,NA,1,6,6,430,46,4,6,124,3,34,no,no
8121,female,21,171.7,72.8,2200,SEK_II,other,1,7,9,210,36,0,4,94,3,60,no,yes
8122,female,42,172.1,65.5,8800,SEK_III,catholic,2,5,5,710,7,0,2,103,5,54,no,no
8123,male,27,169.1,93.1,4100,apprenticeship,catholic,1,8,7,910,20,6,0,85,1,3,no,yes
8124,female,34,170.8,73.1,7600,obligatory_school,evangelical-reformed,2,7,7,900,15,4,4,49,3,62,no,yes
8125,female,31,172.6,71.1,4500,apprenticeship,NA,1,8,3,610,26,4,0,92,3,92,no,yes
8126,female,19,159.1,41.6,5200,apprenticeship,evangelical-reformed,3,7,8,310,32,0,5,70,5,42,no,no
8127,female,51,148.2,61.2,7900,obligatory_school,confessionless,1,7,5,1190,0,7,3,109,6,87,no,no
8128,male,45,160.8,81.3,NA,apprenticeship,evangelical-reformed,0,7,6,NA,46,7,4,72,3,23,no,yes
8129,female,40,171.5,67.2,5900,SEK_III,evangelical-reformed,3,8,4,640,38,8,1,110,9,49,no,yes
8130,female,31,154.1,67,5600,apprenticeship,NA,2,6,4,770,28,0,4,80,3,30,no,yes
8131,male,67,179.7,99.6,12700,SEK_III,NA,1,6,3,1360,42,0,2,149,3,46,no,yes
8132,male,43,162.8,NA,6700,apprenticeship,catholic,2,6,3,1220,19,6,0,69,2,26,no,yes
8133,female,26,146.9,63.4,6400,apprenticeship,catholic,3,9,4,900,10,0,2,89,9,81,no,yes
8134,male,80,178.4,69.1,NA,apprenticeship,confessionless,3,7,7,NA,0,1,5,109,3,78,no,yes
8135,female,24,168,59.4,5400,apprenticeship,evangelical-reformed,2,6,3,560,28,0,5,81,7,56,no,yes
8136,female,23,162.3,61.3,5e3,obligatory_school,catholic,1,5,5,970,15,0,4,80,6,49,no,yes
8137,male,47,178.9,NA,6700,SEK_III,confessionless,1,6,5,390,56,9,3,85,3,100,no,yes
8138,male,31,184.6,68.3,4800,apprenticeship,muslim,0,8,3,720,55,4,5,137,7,55,no,yes
8139,male,69,175.6,87.5,13700,SEK_III,NA,1,9,5,1580,11,0,2,66,5,88,no,no
8140,male,50,179.9,NA,NA,SEK_III,confessionless,2,8,4,NA,56,3,3,80,3,30,no,no
8141,male,49,180.5,NA,9700,SEK_III,confessionless,1,5,6,880,27,4,0,130,2,33,no,no
8142,male,39,192.4,100.3,7100,obligatory_school,catholic,3,7,4,180,52,0,2,96,3,59,no,no
8143,female,58,160.4,62.2,10500,apprenticeship,muslim,2,6,2,1090,19,0,5,89,4,100,no,no
8144,male,40,183.9,NA,5600,SEK_III,NA,1,7,7,400,58,5,7,91,3,57,no,no
8145,female,41,161.3,NA,7200,SEK_III,catholic,2,7,6,680,34,0,9,73,3,68,no,yes
8146,male,36,158.9,NA,5700,SEK_III,confessionless,1,7,5,400,36,3,7,85,5,63,no,yes
8147,female,52,157.4,NA,6900,SEK_III,confessionless,4,6,6,790,32,0,8,105,6,74,no,yes
8148,female,52,170,60.1,7900,apprenticeship,catholic,0,6,5,860,41,0,0,66,4,42,no,yes
8149,male,23,155.1,96.9,3600,SEK_III,confessionless,3,9,8,590,43,0,8,115,2,60,no,yes
8150,female,65,151.4,NA,9600,SEK_III,other,1,6,2,990,5,0,8,73,3,66,no,yes
8151,female,66,151.6,61.9,9300,SEK_III,confessionless,3,7,6,1160,0,3,2,92,1,37,no,yes
8152,male,31,157.3,56.7,6700,apprenticeship,other,2,7,3,750,30,1,4,75,3,69,no,yes
8153,female,27,160.9,68.4,5700,apprenticeship,NA,2,7,3,1330,0,0,3,56,6,66,no,no
8154,male,35,190.7,70.9,6900,SEK_III,other,2,7,7,690,41,4,3,87,3,69,no,no
8155,male,24,174.9,86.8,3500,apprenticeship,evangelical-reformed,2,6,6,110,60,6,8,86,4,94,no,yes
8156,male,31,180.2,69.3,NA,apprenticeship,muslim,2,6,6,NA,49,0,2,61,2,69,yes,yes
8157,male,46,175.2,92.9,5900,SEK_III,confessionless,1,7,5,770,36,6,1,72,3,115,no,yes
8158,male,56,189,90.8,9900,SEK_III,catholic,3,7,3,1510,0,4,4,92,2,68,yes,yes
8159,female,40,152.8,63.1,7600,apprenticeship,confessionless,1,9,5,870,41,0,7,85,5,38,no,yes
8160,female,29,182.9,NA,5900,apprenticeship,confessionless,2,7,4,590,34,4,2,86,6,54,no,yes
8161,male,71,167.9,72.1,12100,apprenticeship,catholic,2,7,2,1330,26,0,3,62,4,38,no,yes
8162,female,31,163.3,61,NA,SEK_III,NA,1,7,4,NA,3,0,7,98,4,39,no,no
8163,female,65,161.5,57.9,10800,obligatory_school,confessionless,1,9,3,1440,21,3,7,79,3,41,no,no
8164,male,26,180.8,90.2,3600,SEK_III,confessionless,3,7,5,530,51,7,2,124,2,25,no,no
8165,male,33,182.1,87.2,5200,apprenticeship,muslim,2,8,5,620,21,4,7,84,2,40,no,yes
8166,female,37,142.6,60.5,6100,SEK_III,catholic,4,9,6,1380,0,5,9,95,4,27,no,yes
8167,male,58,170.4,79.1,NA,apprenticeship,confessionless,2,7,5,NA,46,8,4,94,4,41,no,yes
8168,female,58,167.4,72.4,10500,obligatory_school,evangelical-reformed,1,6,7,1630,23,0,5,101,9,63,no,yes
8169,female,67,167.7,58.5,NA,SEK_III,other,2,7,5,NA,11,0,6,108,4,67,no,no
8170,male,23,169.2,86.8,2100,apprenticeship,evangelical-reformed,0,7,4,370,32,0,5,55,5,0,no,no
8171,male,24,166.1,84.1,5500,obligatory_school,catholic,1,7,7,450,55,0,5,96,2,44,no,no
8172,female,23,157.5,63.5,6300,SEK_II,evangelical-reformed,2,7,7,550,34,0,1,101,7,24,no,yes
8173,female,53,166.8,62.6,NA,SEK_III,catholic,2,7,5,NA,24,0,5,98,2,62,no,yes
8174,female,31,157.1,69.2,7e3,apprenticeship,catholic,2,7,4,990,32,0,6,61,4,65,no,yes
8175,male,45,169.6,98.4,NA,SEK_III,confessionless,2,8,5,NA,38,0,2,120,6,35,no,yes
8176,female,31,159.4,65.7,4400,SEK_III,evangelical-reformed,3,7,2,540,12,0,4,60,3,81,no,yes
8177,female,20,157.5,NA,3600,apprenticeship,confessionless,2,7,3,260,19,0,1,104,6,68,no,yes
8178,female,46,169.5,NA,9300,SEK_II,evangelical-reformed,1,6,7,820,36,3,5,122,3,66,no,yes
8179,male,64,181.7,80.2,NA,SEK_III,catholic,0,5,2,NA,37,5,3,53,2,99,no,yes
8180,female,31,169.6,54.6,NA,apprenticeship,evangelical-reformed,0,7,5,NA,26,0,3,83,6,64,no,yes
8181,male,31,189.2,90.8,5400,apprenticeship,catholic,2,7,5,680,35,0,12,67,5,34,no,yes
8182,female,77,158.1,70.6,NA,obligatory_school,catholic,1,8,7,NA,39,3,9,58,6,67,no,yes
8183,male,31,155.4,72.3,7900,obligatory_school,NA,2,7,7,660,61,0,5,76,4,60,no,no
8184,female,31,168.2,81,5700,apprenticeship,confessionless,3,5,5,400,32,0,3,64,7,81,no,yes
8185,female,60,141.9,76.7,10400,SEK_III,confessionless,1,7,6,1100,18,0,0,88,7,37,no,yes
8186,female,44,179.6,46.2,NA,apprenticeship,NA,3,7,6,NA,28,3,5,98,4,80,no,yes
8187,male,29,185.8,NA,5500,SEK_III,confessionless,2,7,3,360,22,0,0,103,3,69,no,no
8188,female,45,152.1,68.3,7100,obligatory_school,confessionless,0,7,6,950,14,7,3,115,4,26,no,yes
8189,male,31,172.4,80.4,6e3,apprenticeship,NA,0,7,1,400,58,0,1,92,3,102,no,yes
8190,male,55,173.1,91.2,8500,SEK_III,catholic,2,6,3,660,41,6,5,95,2,96,no,yes
8191,female,31,165,62.7,6100,obligatory_school,NA,2,6,5,910,0,0,9,99,1,53,no,yes
8192,male,19,164.2,76.4,5e3,SEK_III,evangelical-reformed,1,7,5,-50,71,0,0,94,5,34,no,yes
8193,male,39,178.9,76.9,NA,apprenticeship,catholic,2,9,4,NA,35,4,4,57,2,58,no,yes
8194,female,51,151.8,57.8,7100,apprenticeship,catholic,1,8,3,900,30,0,2,66,5,31,no,no
8195,male,54,167.4,86,9700,apprenticeship,NA,1,7,4,590,57,8,6,114,5,45,no,yes
8196,female,38,172.2,54.3,8400,apprenticeship,catholic,2,7,5,1040,14,0,3,111,5,33,no,no
8197,female,31,169.5,61.9,7200,apprenticeship,NA,1,5,2,1180,0,0,2,62,3,95,no,no
8198,male,31,185.7,65.9,6600,SEK_III,other,4,7,5,500,32,8,2,92,5,50,no,yes
8199,female,65,165.8,89.1,11100,SEK_II,confessionless,2,7,5,1530,0,0,9,92,2,33,no,yes
8200,female,31,176.2,NA,5700,SEK_III,evangelical-reformed,1,6,8,850,38,0,3,82,5,32,no,no
8201,male,36,175.3,98.9,4900,SEK_III,evangelical-reformed,3,6,8,290,40,0,4,125,4,57,no,no
8202,male,75,190.2,76.1,NA,SEK_III,NA,2,8,5,NA,76,0,4,92,2,70,no,no
8203,male,31,199.3,82,5200,SEK_III,catholic,0,7,3,460,45,2,4,104,2,66,no,no
8204,female,91,157.4,54.1,NA,SEK_II,confessionless,1,7,4,NA,23,2,7,84,7,84,no,no
8205,female,93,147.4,NA,15e3,apprenticeship,catholic,2,6,3,1200,40,0,7,107,7,54,no,no
8206,male,31,177.5,101.2,4600,SEK_III,NA,3,7,4,650,8,4,6,110,2,45,no,no
8207,male,42,181.7,98.2,6500,SEK_II,confessionless,2,8,4,520,22,6,4,77,4,64,no,no
8208,male,41,153.6,92.5,7500,SEK_III,NA,2,8,5,1260,0,0,5,81,2,62,no,yes
8209,female,23,169.6,71.4,4800,SEK_III,confessionless,1,7,5,860,0,0,6,41,4,45,no,yes
8210,female,70,158.9,62,10900,obligatory_school,NA,2,7,4,1420,37,5,3,64,7,73,no,yes
8211,male,31,180.6,82.8,2800,apprenticeship,confessionless,2,10,5,270,38,5,5,86,4,66,no,yes
8212,female,29,153,75.2,6600,obligatory_school,evangelical-reformed,1,5,8,710,0,0,3,97,5,84,no,yes
8213,female,47,168.7,61.7,8500,apprenticeship,evangelical-reformed,2,8,3,680,19,0,8,75,6,70,no,yes
8214,male,32,163.7,74.5,4200,apprenticeship,muslim,3,6,5,110,37,0,5,87,3,0,no,yes
8215,female,31,143.3,64.2,6900,apprenticeship,muslim,2,5,5,910,23,0,6,80,2,58,no,no
8216,female,49,163.8,59.9,7200,obligatory_school,evangelical-reformed,2,7,4,340,28,5,3,115,7,90,no,yes
8217,female,31,153.7,76.5,NA,apprenticeship,NA,1,7,5,NA,28,2,3,85,5,67,no,yes
8218,female,53,155.5,67.4,8e3,apprenticeship,NA,2,8,6,610,36,0,6,90,8,85,no,yes
8219,male,37,165.7,NA,6700,SEK_III,catholic,2,7,6,410,29,5,2,99,4,60,no,yes
8220,female,31,180.6,NA,6600,SEK_III,NA,0,7,6,980,0,0,4,60,6,26,yes,yes
8221,female,54,153.4,NA,9800,apprenticeship,evangelical-reformed,2,7,7,990,22,1,4,99,8,101,no,no
8222,male,69,199.1,81.5,11e3,apprenticeship,confessionless,2,9,10,1540,0,2,3,87,2,53,no,yes
8223,male,54,167.7,109,8400,SEK_III,confessionless,2,7,2,570,44,0,3,124,4,128,no,yes
8224,male,55,195.8,NA,9900,obligatory_school,NA,2,9,5,730,56,0,6,80,3,67,no,yes
8225,male,37,153.2,NA,NA,obligatory_school,evangelical-reformed,1,7,5,NA,35,7,5,80,4,84,no,no
8226,male,68,180.6,83.7,9600,SEK_III,confessionless,2,8,4,830,61,0,4,88,3,70,no,no
8227,female,25,169.9,76.1,6300,SEK_III,NA,3,7,6,1050,20,0,2,86,4,75,no,yes
8228,male,60,165.7,83.2,10900,apprenticeship,catholic,4,6,1,1080,45,0,2,78,4,47,no,yes
8229,female,36,168.9,60.5,4400,apprenticeship,catholic,2,9,4,820,0,2,9,89,4,11,no,yes
8230,female,24,169.1,NA,6400,SEK_III,confessionless,2,7,6,730,19,0,2,62,7,91,no,yes
8231,male,55,182.9,NA,10600,SEK_III,confessionless,1,5,4,720,52,1,5,73,3,37,no,yes
8232,female,44,167.7,68.1,5500,apprenticeship,NA,3,9,4,710,34,7,8,61,10,63,no,yes
8233,male,21,192.7,85.3,6600,apprenticeship,catholic,1,7,7,80,70,4,4,106,7,96,no,no
8234,female,72,168.8,NA,NA,apprenticeship,catholic,3,6,7,NA,31,0,6,121,3,50,no,yes
8235,female,62,171.4,59.4,9100,SEK_III,evangelical-reformed,1,8,3,1010,39,2,3,61,3,68,no,no
8236,female,40,154,75.2,7400,apprenticeship,catholic,1,7,4,420,26,0,4,83,3,67,no,yes
8237,female,31,149.6,69.4,6900,obligatory_school,evangelical-reformed,2,7,6,740,30,0,5,73,3,31,no,no
8238,male,37,176,118,4600,SEK_III,confessionless,3,6,2,460,38,0,2,55,3,68,no,no
8239,male,49,193.5,NA,7500,SEK_III,catholic,2,7,7,1070,58,0,8,127,5,85,no,yes
8240,male,37,174.3,75.2,5100,apprenticeship,confessionless,1,7,6,230,39,2,6,99,2,122,no,no
8241,female,19,178.2,79.9,1800,apprenticeship,evangelical-reformed,2,7,4,100,28,3,2,48,8,50,no,no
8242,male,48,190.7,76.3,8e3,apprenticeship,confessionless,3,6,7,600,34,0,5,74,3,47,no,yes
8243,female,25,179.4,65.2,5900,SEK_III,confessionless,1,7,8,430,46,0,3,93,2,29,no,yes
8244,female,69,156.3,79.7,NA,SEK_II,catholic,3,7,8,NA,0,0,4,93,7,52,no,yes
8245,male,45,187.1,78.6,7700,SEK_III,catholic,2,7,7,1020,34,0,6,82,2,94,no,no
8246,female,67,150.6,73.4,11100,obligatory_school,NA,3,8,7,1070,0,4,7,77,3,14,no,yes
8247,male,48,178.7,94.5,NA,SEK_III,catholic,1,7,5,NA,58,3,9,70,3,31,no,yes
8248,male,63,170.7,93.9,10200,SEK_III,confessionless,2,7,8,1380,0,0,3,122,2,73,no,yes
8249,female,36,159.9,47.8,6800,apprenticeship,NA,2,6,3,1080,21,0,7,128,8,43,no,no
8250,male,52,169.4,NA,9500,apprenticeship,NA,1,8,7,830,36,0,3,91,4,23,no,yes
8251,male,55,187.5,99.3,9200,SEK_III,catholic,4,7,7,1050,34,0,0,100,7,80,no,no
8252,female,42,160.7,NA,5800,obligatory_school,confessionless,1,6,3,620,33,3,5,112,5,94,no,yes
8253,male,78,178,NA,11700,SEK_II,evangelical-reformed,1,6,4,1230,18,0,3,116,3,27,no,yes
8254,male,35,169.5,86.8,6800,SEK_III,catholic,2,10,5,440,62,0,5,110,4,32,no,yes
8255,male,31,191.9,NA,5e3,SEK_III,catholic,3,7,6,850,33,0,7,101,3,105,no,yes
8256,female,66,161.5,61.5,NA,SEK_III,catholic,1,10,3,NA,24,0,6,72,3,59,no,no
8257,female,31,140.5,85.6,5800,SEK_III,muslim,4,6,4,780,19,0,3,72,3,48,no,yes
8258,female,35,176.6,72.3,4800,obligatory_school,other,2,6,7,840,27,6,3,66,6,85,no,no
