ViolentCrimesPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
852.74,163860,2.52,20.33,74.98,2.17,2.89,17.47,33.6,19.56,12.86,163860,100,21242,71.56,0.31,37.23,29.13,12.75,16.92,28012,11351,12532,8025,7697,8109,5420,34402,22.7,11.07,28.84,21.98,8.17,54.12,12.84,35.02,12.71,28.67,10.68,47.42,13.38,12.15,3.08,51.68,48.23,56,55.76,56.25,64.81,11877,10.32,10576,22.06,29.07,34.14,37.65,1.42,1.88,2.2,2.43,89.12,1.73,6.23,3.52,2.33,2.56,2.16,45.25,2.72,53.58,2,6557,90.83,41.06,4.36,28.21,1939,8.54,0.5,52400,67600,86800,34400,264,347,424,160,409,29.6,20.1,14.7,405,52,6.45,72.43,46.42,78.94,88.4,26,6300.5,10.98,7.59
353.53,15854,3.02,31.59,66.91,1.07,0.85,36.31,50.47,40.59,10.08,0,0,17161,79.39,0.44,32.72,26.79,8.27,12.34,26184,9178,10838,5722,7000,7339,4699,4123,33.06,13.55,30.65,26.7,7.5,49.33,14.49,35.46,13.04,27.9,5.99,58.18,7.73,6.94,3.02,59.08,52.73,68.74,60.72,73.6,77.73,738,7.96,316,39.24,43.35,53.48,57.28,0.78,0.86,1.07,1.14,94.83,0.99,5.21,2.89,2.38,2.46,2.32,46.52,5.03,55.57,2,506,91.21,45.07,0.4,21.34,1970,8.97,1.23,41700,57600,76700,35000,167,251,349,182,333,35.1,19.6,13.5,0,0,1.99,69.73,35.54,56.23,88.84,8.1,1949.6,0.23,0
430.31,99405,2.53,0.73,96.82,0.68,0.57,13.7,29.2,13.92,10.29,99405,100,27123,81.64,2.15,44.67,23.84,4.79,12.73,34144,13574,13840,7414,4274,6405,5754,8205,8.61,7.94,16.75,22.72,3,71.01,12.88,25.6,12.99,25.28,9.77,29.13,11.49,10.68,3.03,76.25,75.91,85.01,80.91,79.56,82.97,1239,1.7,1680,21.43,27.5,33.99,45.48,0.36,0.46,0.57,0.77,95.97,0.7,3.49,2.26,2.42,2.74,1.97,66.14,1.59,52.48,2,1741,95.76,58.45,1.67,26.13,1965,3.4,0.23,46000,59000,78100,32100,256,336,407,151,380,24.7,20,12.6,107,18,1.69,65.17,47.84,76.45,85.5,44.9,2213.7,0.56,2.99
442.95,140494,2.45,2.51,95.65,0.9,0.95,18.09,32.89,20.04,13.26,140494,100,21577,75.78,1,41.15,29.31,7.12,14.09,27705,11878,12029,7382,10264,10753,8104,23223,17.78,8.76,23.03,20.66,5.72,59.02,14.31,26.83,14.72,23.42,11.4,33.32,14.46,13.04,2.89,71.94,69.79,79.76,75.33,62.96,70.52,1511,1.58,2091,21.33,30.56,38.02,45.48,0.32,0.45,0.57,0.68,96.87,0.6,3.08,1.92,2.28,2.37,2.16,57.81,2.11,53.19,2,5119,91.81,55.5,2.09,26.22,1966,6.13,0.31,37700,53900,73100,35400,215,280,349,134,340,26.4,17.3,11.7,327,4,1.49,64.35,42.29,70.61,85.66,70.4,1995.7,0.97,0
572.76,51418,2.63,2.01,94.86,0.84,5.28,12.13,27.84,12.58,12.17,51418,100,36945,78.24,0.51,38.8,26.22,8.39,14.7,43209,15464,15708,12242,16019,15335,7566,4418,8.83,8.5,21.96,21.02,7.13,63.41,27.07,23.43,13.02,28.97,8.88,31.99,11.96,10.52,3.1,72.16,69.39,76,73.44,65.25,72.1,1406,3.86,2950,13.05,17.8,22.47,26.64,0.75,1.02,1.29,1.53,88.46,1.47,4.35,3.02,2.55,2.73,2.3,62.72,1.89,54.02,2,1746,91.81,58.64,3.67,34.82,1939,3.73,0.39,115100,140100,167100,52000,361,504,611,250,586,27.4,24.5,14,44,1,5.74,76.79,53.96,83.89,90.38,34.5,1489.1,2.57,4.4
60.9,13002,2.47,2.55,95.22,1.36,1.85,11.05,27.67,11.56,6.1,12814,98.55,44335,89.31,1.35,45.26,14.97,1.94,8.92,49356,20519,20840,14018,14594,19440,13921,481,3.73,2.21,7.51,36.94,2.63,75.34,11.98,17.67,4.96,37.48,9.76,24.84,15.61,12.84,2.95,80.28,80.8,92.68,74.03,57.84,67.58,89,1.15,634,24.45,38.49,48.58,53,1.19,1.88,2.37,2.58,91.65,1.21,2.05,1.41,2.45,2.67,2.15,62.19,1.01,46.15,3,622,89.43,57,0.48,16.88,1985,0.19,0.25,87600,119800,169200,81600,493,548,612,119,630,22.8,24.1,12.6,0,0,4.88,35.31,30.38,47.97,66.1,19.7,659.9,1.14,0
411.23,67460,2.25,5.03,72.73,14.72,16.04,8.87,29.23,11.77,8.73,67460,100,42431,87.02,0.45,52.82,16.05,4.05,11.34,48960,22436,24658,17150,16815,18790,12091,4157,6.22,6.41,13.37,40.75,3.17,75.75,32.45,22.37,7.68,41.18,12.62,40.45,17.16,14.85,2.93,72.73,70.62,86.26,72.37,65.28,71.9,961,2.56,15539,27.99,38.3,50.1,60.95,6.45,8.82,11.54,14.04,72.62,7.18,5.63,2.97,2.23,2.26,2.21,38.26,8.6,70.35,2,1497,95.25,37.75,0.8,9.89,1966,1.05,0.19,270600,347000,439700,169100,593,715,897,304,760,26,25.1,11.7,112,5,23.03,36.79,35.18,60.58,78.07,12.5,5410.7,4.19,0
867.12,34365,3.81,1.05,42.04,1.37,86.08,17.69,35.61,18.2,5.88,34365,100,22515,78.92,0.32,12.74,19.17,15.17,9.15,23262,7104,7949,8209,5401,8103,6376,8909,26.13,44.54,66.39,3.72,12.37,54.41,37.53,10.71,37.41,8.08,8.03,41.12,12.45,10.19,4.18,69.02,62.55,69.81,71.02,42.63,47.08,3128,12.57,19600,18.12,27.16,36.53,50.61,10.34,15.49,20.84,28.86,16.05,36.78,26.17,20.87,3.78,3.78,3.78,30.42,45.97,86.6,1,388,95.87,30.43,1.8,17.27,1957,6.04,0.87,136200,171200,206800,70600,425,514,617,192,548,31.5,32.7,12.4,190,0,57.03,33.52,39.72,82.84,85.61,2.7,12958.1,9.79,0
795.08,177196,2.36,1.93,93.28,2.08,2.08,13.38,26.71,13.31,14.25,177196,100,22192,70.42,0.72,40.84,30.25,10.99,18.11,28778,12375,12735,8439,5783,7316,7668,29863,17.34,5.74,16.79,21.03,8.12,55.06,10.77,28.88,12.42,26.95,13.7,30.89,17.67,15.82,2.94,63.8,62.52,72.11,67.01,57.16,65.71,4071,3,6997,14.09,20.14,25.44,29,0.56,0.8,1,1.15,94.7,0.85,4.16,2.52,2.29,2.46,2.06,61.6,2.52,53.68,2,4728,94.08,57.23,5.54,35.03,1952,4.96,0.8,38700,51100,70600,31900,208,278,347,139,344,28.2,19.3,12.6,259,56,3.95,52.41,46.37,79.52,86.38,57.9,3058.9,4.41,6.67
1014.86,258295,2.59,11.43,78.42,3.61,12.53,12.34,27.06,12.54,9.67,257892,99.84,30590,82.89,0.48,30.47,21.89,5.98,15.73,35300,14737,16121,9252,12140,12465,8879,29084,11.47,6.86,23.7,13.37,6.57,65.99,4.28,15.3,10.66,20.58,17.41,29.56,19.41,18.4,3.1,67.72,63.59,76.93,68.88,64.51,71.22,7862,4.36,26494,18.09,27.53,35.41,47.73,1.86,2.82,3.63,4.9,84.81,3.7,6.67,4.39,2.55,2.72,2.37,53.82,7.86,54.6,2,9935,90.94,50.38,4.57,11.95,1977,5.23,0.34,71500,89200,116000,44500,330,434,548,218,490,27.3,22.2,11.6,336,236,10.26,21.14,33.43,66.68,67.66,86.3,2993.5,2.85,2.67
1513.08,31099,3.3,0.73,55.14,5.55,60.86,15.04,30.06,14.31,11.02,31099,100,27980,76.83,1.01,33.42,29.85,12.2,16.45,31160,10422,13124,8581,9541,13585,6544,4658,15.3,30.14,46.41,10.66,10.99,59.76,16.22,18.28,20.73,15.67,7.69,32.39,12.68,10.25,3.71,70.95,65.62,82.61,81.23,63.48,67.81,1068,4.52,10919,17.37,29.01,36.93,45.03,6.1,10.19,12.97,15.81,42.77,23.31,18.71,14.02,3.24,2.87,3.58,42.35,26.49,71.81,2,472,95.24,47.82,3.39,40.89,1971,3.39,1.03,146300,185000,233500,87200,401,557,690,289,625,30.3,27.2,11.9,124,25,35.11,48.17,43.75,82.04,90.61,6.1,5071.6,1.96,0
316.1,53310,2.41,1,89.44,7.66,3.3,11.92,28.05,12.26,7.87,53310,100,33951,85.31,0.56,50.18,16.87,3.35,11.81,41483,17107,17723,10977,15329,11975,9661,3402,6.45,2.73,8.52,35.99,3.79,73.08,19.14,21.33,8.87,34.37,10.56,29,16.23,13.57,3,76.1,76.78,85.98,77.81,60.33,70.19,540,1.62,5191,15.51,26.08,38.59,51.8,1.51,2.54,3.76,5.04,88.5,1.7,3.25,2.1,2.39,2.74,2.09,53.75,2.76,53.51,2,1983,91.77,46.98,0.35,4.99,1977,1.57,0.18,73500,89800,113500,40000,379,455,555,176,508,24.5,20.7,13.5,0,2,9.74,39.12,33.22,60.14,77.03,14.3,3722.8,5.08,0
563.33,54844,2.34,6.75,92.52,0.46,0.54,17.19,28.54,17.51,17.59,54844,100,18276,63.37,0.3,34.18,39.35,9.64,22.15,26283,12005,12335,6972,7201,23973,8106,12021,23.18,11.89,27.58,20.85,10.76,45.3,11.57,34.55,11.8,32.16,10.92,32.48,13.71,12.48,2.89,66.78,63.3,72.2,66.97,51.18,61.67,1102,2.5,668,20.36,27.99,32.78,37.28,0.25,0.34,0.4,0.45,96.98,0.38,2.79,1.7,2.21,2.36,2.02,60.75,1.08,53.61,2,3255,87.8,57.07,4.02,58.99,1945,10.5,0.53,33400,46700,67200,33800,169,235,296,127,311,30.9,17.2,12.1,68,6,1.22,74.83,53.71,77.93,89.1,15.4,3553,1.64,11.88
99.93,17176,2.88,4.41,84.78,8.47,5.33,13.62,33.81,14.94,6.45,0,0,25556,85.65,0.99,37.97,15.82,4.51,17.72,26760,11252,12038,7516,8158,6124,6684,1433,8.4,4.32,12.44,17.41,5.35,66.64,9.23,19.86,10.41,20.97,6.41,20.33,10.56,8.52,3.25,84.09,84.04,90.19,80.05,55.4,61.81,95,0.88,1318,22.38,29.21,38.09,43.17,1.72,2.24,2.92,3.31,88.26,1.08,4.51,3.53,2.86,2.76,2.93,38.35,5.91,45.28,3,202,96.73,39.84,0.5,29.7,1973,0.97,0.21,70000,86500,107900,37900,332,411,486,154,458,26.3,24.6,10.1,4,1,7.67,23.12,25.02,44.39,51.8,7.8,2194.2,0.22,0
1280.74,131591,2.62,18.96,57.25,8.11,27.29,12.4,28.85,13.61,11.28,131591,100,35103,78.21,0.61,43.81,21.4,9.16,11.6,40435,19588,25685,12089,13759,17727,8817,19043,14.92,11.37,22.48,36.26,6.3,62.15,11.08,33,8.84,38.35,9.52,40.7,14.47,12.08,3.23,67.82,62.84,77.34,68.11,55.56,61.71,5847,7.02,36227,20.42,31.11,41.22,52.37,5.62,8.57,11.35,14.42,64.2,9.66,10.5,6.38,2.53,2.63,2.45,48.08,13.13,68.74,2,2833,94.66,46.27,3.46,25.94,1954,2.31,0.38,187400,284100,431800,244400,455,573,732,277,630,29.8,25.1,11.8,220,14,27.53,39.13,45.87,80.95,84.68,23.8,5524.4,5.5,18.02
350.03,17400,2.89,6.37,64.08,21.41,13.59,11.63,30.68,14.01,11.27,17400,100,33265,81.19,1.42,39.05,21.36,11.8,14.48,37766,15365,16304,15134,10324,14763,9076,1847,11.76,7.65,16.78,42.32,4.72,59.42,6.86,58.64,8.14,43.21,7.95,32.35,12.98,10.65,3.15,73.74,67.5,86.79,74.97,57.1,64.01,215,1.93,5084,15.64,27.66,38.43,51.3,4.57,8.08,11.23,14.99,67.26,6.09,6.18,4.15,2.6,2.73,2.5,48.02,7.92,60.52,2,503,92.29,45.82,0.6,11.73,1975,3.84,0.61,112100,153100,203700,91600,379,470,579,200,535,25.7,23.6,12.7,35,21,29.22,36.4,28.06,60.85,79.87,7.2,2402,1.19,0
140.72,34128,2.45,0.25,97.28,2.27,0.74,10.98,18.07,8.41,16.65,34128,100,53140,75.88,1.08,74.53,30.64,1.81,22.18,62787,30388,30596,14660,11828,25873,30883,466,1.38,1.42,4.29,59.18,1.87,62.27,8,42.44,1.94,56.2,4.84,21.42,9.35,7.3,2.93,85.98,87.28,95.26,85.46,58.37,65.91,49,0.19,1650,14.67,15.64,23.27,30.3,0.71,0.76,1.13,1.47,93.39,0.61,2.4,1.73,2.43,2.56,1.81,86.34,0.27,24.21,3,420,97.08,81.72,0,23.81,1957,0.11,0,102400,141800,193000,90600,406,495,603,197,578,23.2,18.3,11.6,0,0,4.83,64.31,61.07,88.28,91.25,10,3421.8,1.7,0
1317.64,13364,2.81,56.66,42.52,0.51,0.7,16.65,27.06,12.27,12.65,0,0,13704,63.62,1.48,17.14,32.89,24.31,10.32,17832,7399,11512,4103,11195,30159,9022,5405,41.55,19.9,38.35,12.49,15.94,45.35,17.03,28.89,18.34,24.81,10.43,30.04,16.51,13.96,3.34,51.58,45.3,55.79,55.04,66.56,67.19,1301,9.32,81,32.1,32.1,58.02,58.02,0.19,0.19,0.35,0.35,97.28,0.5,9.15,6.62,2.74,2.77,2.7,52.89,7.3,46.72,3,439,91.55,52.19,8.43,42.6,1968,16.63,1.91,27700,40200,56200,28500,99,170,232,133,278,33.5,22.5,16.2,2,0,0.61,78.13,55.58,88.39,94.89,14.3,934.3,0.33,0
66.52,22776,2.8,3.2,89.46,2.23,10.79,13.51,25,10.78,6.54,0,0,46007,88.69,0.42,54.06,15.6,1.7,13.92,50699,18798,19444,15234,9242,16756,11835,775,3.43,2.99,9.77,33.3,3.28,69.58,38.19,19.86,9.14,38.14,7.89,21.03,9.52,8.71,3.18,86.57,84.68,95.05,91.93,57.65,63.39,53,0.35,1198,31.14,34.89,40.32,48.41,1.64,1.84,2.12,2.55,88.6,1.11,3.84,3.05,2.78,2.94,2.48,70.43,2.98,32.3,3,823,90.82,66.74,4.5,28.68,1971,3.73,0.27,55400,76100,104800,49400,298,364,444,146,438,19.4,16.9,11.5,0,0,5.27,60.84,46.67,76.99,89.21,14.3,1593.2,0,0
38.38,33467,3,2.86,93.83,2.49,3.63,13.24,23.48,11.79,10.34,30649,91.58,59633,83.87,0.67,61.61,25.15,2.55,18.36,65249,22290,22272,21296,23948,18065,24071,1136,3.46,4.4,11.64,35.9,3.39,66.69,12.7,30.12,5.6,40.02,4.26,27.55,6.32,5.33,3.28,90.91,88.37,95.19,91.37,53.5,66.6,158,0.68,3392,7.13,13.77,18.28,23.14,0.72,1.4,1.85,2.35,88.02,1.08,4.92,4.04,2.92,3.06,2.11,89.54,1.05,31.73,3,724,93.91,85.51,0,53.04,1964,0.2,0.47,182200,216300,255500,73300,473,643,849,376,743,29.3,24.2,15.8,17,0,10.14,77.02,67.65,86.48,94.9,38.1,879.3,7.95,0
76.9,10888,2.91,1.35,94.37,3.99,1.57,12.78,23.28,10.76,6.41,5098,46.82,67833,92.07,1.36,62.6,16.92,1.66,11.64,72634,26630,26817,26311,40911,20753,25839,183,1.68,3.85,10.31,42.98,3.85,75.39,17.66,21.32,7.55,41.7,5.36,25.85,6.65,6,3.23,91.57,90.5,98.49,90.32,55.32,71.71,18,0.29,931,7.73,8.7,20.52,25.89,0.66,0.74,1.75,2.21,89.85,0.86,4.35,3.58,2.91,2.95,2.45,92.11,0.48,21.75,3,200,94.93,90.65,1,35.5,1975,0.32,0,193700,239500,292200,98500,478,642,989,511,947,24.7,23.7,14.9,3,0,8.55,56.45,55.02,67.82,87.16,21,518.8,1.91,0
686.71,13220,2.7,34.46,64.94,0.32,0.56,15.79,26.93,12.78,12.62,0,0,21920,75.59,0.82,24.73,28.27,11.9,10.84,27324,11056,13937,5739,5129,11010,13605,2627,20.37,17.12,37.64,15.52,7.44,58.24,35.97,18.25,25,22.34,10.01,27.64,13.85,12.12,3.17,67.06,58.97,74.71,75.88,68.01,75.41,688,5.8,71,12.68,12.68,12.68,12.68,0.07,0.07,0.07,0.07,98.03,0.37,5.12,3.72,2.63,2.72,2.48,65.64,4.63,41.25,3,559,89.76,63.5,1.43,44.19,1971,12.11,2.49,35400,51000,80900,45500,99,169,254,155,258,22.8,17.1,13.2,0,0,0.54,65.92,54.56,78.98,86.16,61.6,214.7,0.15,0
525.08,19661,2.58,9.31,88.42,1.17,2.31,11.32,24.35,11.22,15.45,19661,100,33817,78.69,0.79,52.19,28.9,3.1,23.75,39435,14636,14957,12362,6524,12549,12523,1233,6.6,9.96,23.65,15.17,3.75,63.08,11.67,21.46,12.38,24.96,9.74,28.01,10.84,10.31,2.95,78.34,76.49,94.04,81.93,67.84,75.62,157,1.14,688,3.34,3.34,8.72,13.08,0.12,0.12,0.31,0.46,92.14,0.5,2.35,1.72,2.44,2.62,2.01,76.26,0.83,34.95,3,275,96.52,71.17,1.09,11.27,1962,0.85,0.27,60000,75200,92200,32200,263,368,453,190,416,23.9,18.5,12.3,0,0,3.5,82.5,61.99,87.42,95.51,13.7,1435.5,2.48,0
618.78,35445,2.35,6.3,92.55,0.74,0.78,11.76,26.93,12.96,14.26,35445,100,22859,70.97,0.42,31.02,31.25,10.46,15.57,27912,11742,12110,6905,20041,7541,5343,5483,15.82,13.43,34.97,9.93,4.28,59.94,17.17,19.15,20.01,17.57,13.3,28.44,17.57,15.65,2.91,61.26,56.96,64.12,68.79,54.07,65.17,1403,5.05,461,14.53,24.51,42.52,48.59,0.19,0.32,0.55,0.63,96.96,0.53,3,1.88,2.3,2.39,2.24,42.67,1.39,55.31,2,1298,92.07,41.15,9.24,39.21,1947,8.45,0.24,50300,68200,89400,39100,203,281,360,157,330,22.8,18.9,13.8,59,0,1.3,69.75,47.81,84.82,89.79,10.3,3450.1,1.61,0
1224,84161,2.52,18.21,80.67,0.32,1.06,13.69,26.01,12.77,14.41,84161,100,19807,67.99,0.3,31.57,32.7,14.65,19.92,25177,10133,10800,7349,5108,12273,13853,17864,21.86,10.62,32.97,9.67,11.23,50.3,25.35,21.52,22.17,18.9,13.04,30.78,16.69,15.06,3.08,60.64,56.99,63.43,65.15,52.32,59.38,3743,5.23,1881,7.18,8.83,11.43,14.3,0.16,0.2,0.26,0.32,94.1,0.79,5.45,3.55,2.44,2.56,2.29,60.01,1.56,46.63,3,3075,91.58,57.33,4.03,42.76,1943,7.08,0.41,26900,37700,52700,25800,165,233,295,130,298,26.7,16.9,12.4,38,0,2.24,78.22,57.76,90.77,95.19,21,4017,2.45,9.09
408.19,15124,2.56,5.22,93.2,0.97,2.89,11.89,21.05,9.52,14.45,15124,100,36935,77.98,0.46,53.66,29.36,3.51,20.71,43315,17693,18375,5539,20000,6047,17650,1089,7.33,4.42,12.19,28.31,4.5,64.2,12.7,24.55,7.36,34.87,9.38,21.74,12.03,10.77,2.92,82.31,79.09,90.93,79.08,62.35,72.02,258,2.2,968,14.15,20.45,26.86,28.62,0.91,1.31,1.72,1.83,92.24,1.03,2.54,1.88,2.52,2.56,2.32,83.39,1.36,46.23,3,476,92.53,81.99,0.42,38.45,1981,2.19,0,70500,100000,144900,74400,361,433,546,185,520,27,23.2,12.4,0,0,6.4,22.24,44.21,68.03,75.14,4.7,3220.6,0.55,0
1160.86,133179,3.31,7.3,64.62,3.89,41.7,15.86,31.88,15.35,5.84,133179,100,35788,85.52,0.67,26.04,16.68,9.73,11.11,38135,12120,13639,12283,12888,11774,8056,17853,13.56,14.44,31.47,10.98,7.32,65.29,23.1,15.77,20.3,18.36,9.68,33.31,14.44,12.05,3.66,73.79,69.05,80.65,76.49,53.49,62.38,4898,5.3,30327,18.05,30.03,40.56,53.61,4.11,6.84,9.24,12.21,62.94,11.91,14.6,11.53,3.28,3.25,3.34,57.91,16.44,50.67,2,2259,94.69,58.59,1.37,15.1,1973,5.37,0.37,114400,143200,170700,56300,454,562,682,228,629,29.8,25.7,11.6,145,37,22.77,51.82,39.68,63.07,88.83,38.1,3498.5,0.91,10.5
635.43,11069,2.92,0.79,97.02,0.72,5,14.2,28.57,12.85,9.89,11069,100,31769,78.91,0.5,23.5,27.21,7.13,13.38,36958,12279,12284,7388,15500,8533,10923,1025,9.38,10.45,36.55,5.3,11.03,58.76,13.85,19.03,20.81,14.63,8.93,33.65,12.82,10.97,3.37,70.69,68.31,75.35,77.72,63.94,67.67,361,4.38,435,1.15,6.44,7.59,17.24,0.05,0.25,0.3,0.68,92.92,1.45,7.65,5.61,2.85,3.07,2.52,63.74,4.88,56.89,2,395,90.57,59.12,8.35,58.23,1952,3.48,0.62,90500,112100,134500,44000,364,516,625,261,606,29.7,26.7,18.8,122,1,3.93,66.93,55.83,78.44,92.53,1.1,9947,11,0
24.59,11997,3.07,1.08,96.2,2.32,2.72,13.15,23.77,12.09,7.79,11997,100,63384,91.05,0.46,63.63,18.42,1.55,13.16,66569,23557,23735,24599,12418,16436,16639,179,1.53,5.36,11.77,36.54,2.99,71.14,16.52,24.53,7.07,38.81,4.59,28.21,6.68,5.66,3.24,89.97,87.61,99.22,89.83,56.12,67.85,45,0.57,1117,14.06,17.55,21.49,22.11,1.31,1.63,2,2.06,87.62,0.57,4.2,3.66,3,3.02,2.8,92.33,1.15,14.61,3,112,97.21,91.78,1.79,33.04,1959,0.15,0.42,182200,214300,260700,78500,622,855,1001,379,991,28.3,23.7,15.8,0,0,9.31,55.24,66.51,84.09,91.08,8.9,1345.8,4.71,0
620.31,12123,2.01,0.5,98.01,0.91,2.76,8.06,17.47,8.07,26.74,12123,100,35862,63.2,0.25,62.11,41.26,3.31,35.81,43898,23359,23568,13000,10081,11914,10938,633,5.24,2.75,9.8,34.74,3.72,49.05,15.66,20.76,7.62,39.88,13.06,24.87,13.54,13.3,2.51,70.44,66.79,81.5,81.24,54.51,67.47,83,0.79,922,6.4,11.5,14.21,17.57,0.49,0.87,1.08,1.34,92.8,0.95,1.31,0.8,2.01,2.03,1.97,68.87,1.3,62.67,2,2245,72.84,68.23,0.18,16.75,1971,2.24,0,91400,127000,174700,83300,374,475,628,254,549,25.4,19.1,12.9,0,3,7.61,14.2,49.31,69.49,76.14,5.1,2382.7,0.18,0
395.6,10401,3.06,1.31,81.35,2.64,28.44,14.92,27.26,11.75,7.16,0,0,36710,84.58,2.75,33.23,17.31,4.11,14.21,39235,13984,14900,6778,36051,19091,9118,687,6.65,11.12,23.11,18.18,8.25,64.89,12.55,23.66,14.84,22.89,8.64,26.02,11.67,10.17,3.35,78.42,76.8,92.53,71.43,56.87,69.11,150,2.11,1396,7.95,18.7,29.8,35.46,1.07,2.51,4,4.76,72.76,7.33,7.43,6.17,3.04,3.02,3.09,65.93,9.81,33.7,3,151,95.75,66.48,0,9.93,1974,2.59,0.34,111700,139500,168900,57200,387,484,598,211,542,25.4,23.7,11.3,0,0,13.42,56.81,51.43,77.9,92.6,3.9,2642.5,0.15,0
346.99,18403,2.57,8.28,90,0.67,2.58,11.35,25.35,11.25,15.41,18403,100,34181,76.77,0.18,44.17,34.54,6.21,17.08,40345,14833,15414,8713,17224,11847,8896,1392,7.59,10.97,27.16,12.52,7.55,62.13,29.33,20.29,16.97,20.21,7.49,30.71,10.65,9.18,3.09,71.61,68.5,76.91,72.03,62.34,73.52,720,5.22,1398,6.15,10.8,16.45,18.53,0.47,0.82,1.25,1.41,84.48,1.39,3.57,2.56,2.57,2.72,2.36,61.22,1.63,50.17,2,344,95.42,57.76,3.2,44.48,1948,2.96,1.13,130800,154500,178100,47300,303,433,548,245,541,23.6,22.8,15.8,0,0,7.6,75.62,64.5,87.15,95.03,6.2,2945.6,1.45,0
216.8,33862,2.34,1.7,97.7,0.3,0.29,12.47,23.71,11.54,17.41,33809,100,20461,64.27,0.43,35.8,38.41,9.42,21.02,26550,11269,11322,8976,5115,15083,17367,6308,18.99,13.76,30.81,12.8,8.01,50.9,19.48,24.23,17.86,22.77,11.35,25.25,14.62,13.17,2.89,67.27,64.43,72.81,75.54,52.37,63.04,763,2.6,272,12.13,14.34,15.81,15.81,0.1,0.12,0.13,0.13,97.75,0.44,3.04,2,2.3,2.39,2.16,65.27,0.95,48.37,3,1878,88.51,62.93,3.41,54.58,1951,9.3,0.32,30900,42600,60000,29100,179,247,299,120,330,27.1,16.3,13.3,4,1,0.8,80.69,56.47,86.73,91.55,11.6,2926.2,0.9,0
121.99,19478,2.55,4.59,94.24,0.88,0.3,12.75,25.3,11.55,12.42,0,0,29032,76.51,1.01,43.23,28.76,5.61,18.56,35363,12800,12986,8650,11563,17089,15636,1885,9.83,7.74,23.52,16.92,4.52,63.18,35.67,20.19,19.39,26.79,10.05,23.16,13.65,11.97,3.06,75.67,73.5,81.63,77.69,61.32,70.5,296,1.99,261,37.93,37.93,40.23,44.44,0.51,0.51,0.54,0.6,96.67,0.44,3.38,2.39,2.51,2.63,2.31,65.83,1.14,41.36,3,357,95.54,62.83,2.52,33.05,1957,6.14,0.29,47200,60300,80500,33300,218,303,371,153,387,24.4,16.1,12,0,0,1.34,78.51,54.12,84.38,93.15,8.9,2189.3,0.55,0
85.1,24710,3.01,4.7,90.47,4.24,3.46,14.56,27.32,13.55,8.5,20829,84.29,58756,89.11,1.77,58.58,19.25,3.17,15.08,63602,21916,22557,11076,26168,20345,19330,372,1.59,5.41,14.19,33.8,3.28,66.78,13.98,24.96,6.1,38.11,5.61,31.58,7.67,6.64,3.26,89,86.2,95.36,87.92,46.17,64.57,126,0.76,2198,8.78,13.01,16.29,23.11,0.78,1.16,1.45,2.06,88.59,0.95,5.02,4.03,2.86,2.99,2.21,87.57,0.95,34.04,3,466,94.63,83.87,2.79,41.2,1975,0,0.31,163200,204500,243900,80700,598,691,903,305,758,27.3,24,13.4,9,0,8.9,46.37,55.07,70.13,85.71,39.9,619,8.96,0
