murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
no,25325,2.63,20.21,75.39,2.39,7.55,11.39,24.54,11.1,14.22,25325,100,40776,80,0.51,47.67,31.55,3.31,19.74,46962,17383,18416,14004,12464,16683,12681,1615,6.42,8.59,22.83,17.78,5.36,64.77,22.44,20.91,13.59,24.38,8.16,31.35,10.85,9.58,3.14,75.06,69.94,85.84,67.11,59.27,68.31,548,3.2,2694,15.33,20.68,28.99,37.23,1.63,2.2,3.08,3.96,83.77,2.29,5.14,3.7,2.62,2.83,2.21,71.04,3.13,44.96,3,366,96.34,65.72,5.74,40.44,1952,1.82,0.18,127400,151100,173000,45600,450,558,646,196,611,25.6,24.6,17,0,3,10.64,66,64.92,83.55,93.49,4.1,6127.2,7.62,0
yes,17651,3.18,0.44,98.4,0.97,0.46,14.27,26.71,13.6,8.38,17654,100,52189,87.1,0.59,47.14,24.88,3.72,18.67,55185,17275,17268,34357,8900,15098,10336,425,2.41,4.44,16.39,20.63,6.12,70.38,21.28,22.2,11.94,27.75,4.49,31.71,6.88,5.69,3.46,88.31,84.95,94.44,90.01,56.75,70.9,115,0.91,739,4.33,7.85,13.8,25.17,0.18,0.33,0.58,1.05,94.04,0.28,7.54,6.47,3.18,3.22,2.69,93.8,1.21,17.1,3,115,97.97,92.69,4.35,33.91,1960,0.4,0.23,151500,174700,199400,47900,363,593,830,467,660,26.7,22.5,13,0,0,4.19,86.26,73.79,92.47,97.05,17.8,993.9,3.06,0
no,11245,2.76,0.53,89.16,1.17,0.52,24.46,40.53,28.69,12.65,0,0,17390,69.33,0.55,42.82,32.16,11.21,14.43,24018,8483,9009,887,4425,3352,1328,2855,29.99,12.15,23.06,25.28,9.08,52.44,6.89,36.54,10.94,27.8,7.51,50.66,11.64,9.73,2.98,58.59,55.2,66.51,79.17,61.22,68.94,402,4.7,196,46.94,56.12,67.86,69.9,0.82,0.98,1.18,1.22,94.64,0.39,5.23,3.11,2.35,2.55,2.12,58.13,2.94,55.64,2,333,92.45,53.57,3.9,42.64,1958,7.45,0.82,30600,43200,59500,28900,202,283,362,160,332,32.2,23.2,12.9,2,0,1.74,73.75,42.22,60.34,89.02,11.5,974.2,0.38,0
yes,21507,2.48,1.53,97.3,0.18,2.09,13.09,26.08,12.54,15.05,0,0,25021,73.41,1.14,38.26,32.79,6.17,18.69,30901,12301,12494,7469,7410,7741,8215,2127,10.19,9.68,27.58,12.52,5.06,60.67,30.94,19.73,24.8,17.81,11.68,26.28,15.22,13.56,2.99,71.67,70.65,77.17,78.06,70.49,73.85,370,2.13,413,0,2.66,5.33,5.33,0,0.05,0.1,0.1,94.97,0.3,4.35,2.94,2.43,2.54,2.23,66.47,2.29,51.34,2,460,94.96,63.46,3.91,43.7,1947,6.43,0.19,34600,44400,60000,25400,204,258,338,134,356,22.3,16.7,14,0,0,1.92,72.35,54.64,87.93,93.49,11.7,1840.7,0.65,0
no,12127,2.58,0.54,97.63,0.41,1.15,13.14,25.76,12.72,13.9,0,0,25141,78.47,0.83,38.52,31.38,6.23,17.96,29813,11170,11350,417,6578,3135,8752,1382,11.79,10.91,31.91,10.07,6.72,61.21,40.24,18.96,32.61,15.53,10.35,24.33,13.69,12.13,3.03,75.76,71.32,79.54,75.58,76.3,78.78,148,1.45,133,0,23.31,23.31,23.31,0,0.26,0.26,0.26,96.59,0.55,3.79,2.7,2.5,2.62,2.26,69.07,1.68,41.14,3,244,95.06,65.83,0.82,41.8,1950,11,0.38,29400,39000,54100,24700,202,247,293,91,305,24.4,15.2,12.3,14,0,1.1,77.22,56.5,87.49,95.03,5.5,2204.9,0.35,0
no,11096,2.4,12.22,83.06,4.33,1.02,26.67,47.49,36.51,11.11,0,0,22265,80.7,0.87,55.31,21.63,1.35,17.06,46917,13772,14881,7662,7053,10508,14452,3159,28.65,5.46,11.77,56.99,5.77,54.64,12.66,47.98,8.72,44.55,3.81,59.48,6.08,4.81,2.88,79.98,78.29,92.04,86.09,54.34,68.97,101,1.68,722,34.35,45.29,54.57,63.57,2.24,2.95,3.55,4.14,92.42,0.9,2.88,1.49,2.37,2.57,2.2,50.95,2.03,53.09,2,222,95.42,47.02,0,36.94,1974,5.06,0.12,64800,88300,118700,53900,256,341,481,225,411,35.1,17.8,11.9,0,0,6.5,42.07,36.22,47.9,70.05,7.4,1503.5,0,0
yes,628088,2.61,30.45,63.37,1.88,6.27,14.66,29.77,14.74,11.04,628088,100,23627,73.41,0.34,39.11,27.11,15.32,15.79,28292,11106,13645,6833,7448,6357,6253,135583,22.22,9.81,28.5,14.83,8.88,58.32,22.24,24.82,18.94,21.31,11.53,41.21,14.72,13.25,3.21,52.28,47.51,56.66,53.19,58.1,65.79,57393,12.11,29667,15.64,21.18,28.38,36.89,0.74,1,1.34,1.74,89.06,1.88,7.89,4.98,2.53,2.69,2.41,47.45,4.39,56.2,2,13664,94.62,44.77,11.21,35.5,1949,5.49,0.8,41000,53500,66700,25700,265,342,424,159,418,28,20.6,14.2,512,54,4.72,68.96,50.45,85.91,91.28,99.4,6317.6,11.14,2.36
no,29603,2.75,0.93,97.6,0.82,1.37,12.23,29.21,11.68,5.1,0,0,43419,89.75,0.54,41.69,13.83,3.1,6.83,48156,16990,17004,24465,15400,17076,12231,1113,3.79,3.83,13.71,24.97,5.47,76.11,25.85,17.54,12.05,30.15,9.68,26.44,11.22,10.46,3.2,83.82,82.6,93.37,80.97,67.8,75.05,182,1.01,1052,3.61,9.22,17.21,23.67,0.13,0.33,0.61,0.84,93.72,0.57,3.69,2.69,2.73,3.01,2.26,69.22,1.72,55.85,2,1102,90.72,62.79,4.17,28.68,1978,2.19,0.8,116100,138000,163200,47100,475,567,666,191,638,24.2,26.7,14.9,0,0,3.55,23.21,43.71,62.61,67.81,37.1,798.4,0.54,0
yes,40452,3.18,1.39,81.23,8.24,25.86,16.12,28.36,15.09,10.61,40452,100,47143,83.09,0.56,46.16,26.41,5.31,20.19,50577,16415,17025,11496,15403,14966,13477,1506,3.89,5.46,18.94,17.8,4.57,64.75,23.08,20.26,13.48,25.88,7.09,31.45,10.58,8.89,3.38,83.2,75.14,91.29,83.09,61.34,68.27,514,1.72,6418,12.62,18.11,28.9,37.94,2,2.87,4.59,6.02,74.07,3.7,8.82,7.21,3.06,3.06,3.04,82.53,7.05,22.91,3,623,95.33,82.43,0.16,6.58,1959,0.75,0.14,180200,209700,241700,61500,568,699,912,344,791,28.5,22.6,11.2,0,0,15.87,53.09,59.81,84.01,93.72,8.1,4974.4,0.77,0
no,13324,2.68,4.18,93.84,1.82,0.64,11.16,23.49,10.87,14.24,13324,100,47026,83.45,0.14,55.51,30.47,2.22,18.93,52935,18980,19059,16958,20657,19646,16506,233,1.79,4.81,16.07,27.19,2.03,67.35,20.12,22.81,8.98,35.14,6.36,26.19,7.74,7.1,3.1,87.93,85,98.54,94.04,57.68,69.65,68,0.68,624,4.01,10.42,12.66,19.07,0.19,0.49,0.59,0.89,92.84,0.62,4.15,3.07,2.62,2.85,1.85,83.59,0.6,28.17,3,225,95.67,76.75,0,19.11,1965,0.08,0.1,115500,144600,179900,64400,569,636,715,146,688,25.2,22.2,13.1,0,0,4.68,81.02,61.12,84.21,93.87,6.3,2118.1,1.42,0
no,13532,2.42,6.19,93.34,0.2,0.36,12.98,23.63,11.74,17.23,0,0,20066,71.26,2.99,37.88,37.86,11.15,15.74,27034,11429,11713,7271,1542,13262,7616,2133,16.56,21.89,38,17.04,9.06,53.38,31.12,23.11,20.67,26.87,12.08,24.36,15.95,14.23,2.84,66.51,62.58,81.59,71.04,62.91,74.63,234,2.01,80,5,5,5,10,0.03,0.03,0.03,0.06,98.13,0.58,2.16,1.47,2.3,2.36,2.2,64.92,1.27,48.32,3,477,92.13,63.34,1.26,38.36,1963,10.48,0.53,33700,47700,68800,35100,127,203,262,135,266,24.7,17.2,12.3,2,0,0.59,75.67,55.46,86.89,92.3,11.4,1186.2,0.12,0
no,29911,2.4,1.68,90.12,4.6,8.38,9.64,28.4,10.71,7.64,29911,100,39848,90.06,0.29,50.35,15.67,2.46,9.88,44966,18480,19043,21659,4672,13873,10724,958,3.22,5.26,14.13,29.98,2.79,77.56,22.92,17.97,10.51,29.59,9.26,29.6,13.55,11.49,3.03,81.71,81.54,95.28,77.84,61.68,72.24,244,1.33,3805,17.71,26.99,35.37,42.55,2.25,3.43,4.5,5.41,82.86,3.8,4.19,2.67,2.39,2.61,2,70.44,2.78,57.32,2,530,95.92,64.61,0.57,19.62,1975,0.44,0.08,92400,113400,142900,50500,514,599,713,199,679,24.8,23.3,12,0,0,12.72,66.08,40.96,80.37,87.5,8.4,3567.6,2.84,0
yes,34874,2.8,1.24,90.49,4.7,17.06,12.95,28.53,13.26,12.21,34874,100,37840,80.52,0.48,45.03,29.23,5.13,16.73,43096,15735,16185,8045,15674,11016,13494,2093,6.06,15.2,31.51,15.28,6.22,63.72,19.09,19.56,18.45,21.45,6.46,36.17,9,7.75,3.25,80.03,77.69,87.82,78.36,55.23,66.97,385,1.62,9403,17.32,27.96,33.54,40.47,4.67,7.54,9.04,10.91,64.12,8.1,5.83,4.37,2.77,3,2.54,53.77,3.87,56.26,2,965,92.82,49.6,1.14,38.24,1939,1.92,0.31,133600,165700,196100,62500,440,535,625,185,619,24.2,22.9,16,0,0,26.96,59.52,61.42,80.94,90.33,9.5,3681.5,10,4.55
yes,29105,3.71,6.61,48.03,37.48,23.49,17.24,26.3,13.02,3.71,29105,100,64333,92.11,1.02,49.05,8.27,4.13,6.72,64866,18749,20882,21435,17674,16588,14345,1186,4.09,4.83,12.47,35.13,4.28,72.66,17.65,22.1,7,38.44,4.52,28.86,6.71,5.63,3.83,90.18,86.09,97.27,93,67.93,72.32,185,0.99,10160,11.66,22.16,35.18,47.79,4.07,7.73,12.28,16.68,51.84,7.24,11.75,10.77,3.71,3.71,3.71,90.88,9.48,17.65,3,245,96.97,90.89,0.41,32.24,1982,0.43,0.22,261500,323000,401300,139800,652,902,1001,349,979,29,29.5,12.3,0,0,34.91,47.19,40.48,85.09,90.03,9.2,3170.5,1.61,0
yes,30897,2.85,5.27,74.08,3.07,29.55,14.67,28.08,12.69,9.82,0,0,26629,75.46,1.48,29.17,24.05,16.21,15.18,29549,11283,12530,7009,7902,10397,7288,4755,15.65,13.25,29.01,11.94,9.04,58.01,11.77,24.04,13.81,20.23,10.03,27.54,15.68,12.99,3.25,68.11,63.61,75.49,65.22,49.63,60.13,1124,4.35,3043,13.74,24.98,33.39,40.78,1.35,2.46,3.29,4.02,75.43,5.55,7.1,5.41,2.8,2.83,2.76,56.22,8.78,48.21,3,755,93.5,55.63,5.17,31.39,1970,5.65,0.24,58000,73200,94200,36200,259,340,431,172,421,27.5,22.3,12.4,30,0,9.89,62.47,45.13,77.68,93.01,12,2583.4,0.25,0
no,10378,2.09,0.17,98.88,0.59,2.48,7.02,14.68,7.1,25.27,10378,100,40934,62.09,0.28,63.47,45.18,2.4,18.97,53350,28696,28947,11200,0,14431,14473,517,4.98,5.74,14.88,27.58,4.36,53.1,8.33,21.79,5.15,32.86,10.12,18.74,10.32,10.23,2.61,85.71,85.85,100,97.32,71.38,61.96,12,0.14,942,4.99,6.9,15.5,21.55,0.45,0.63,1.41,1.96,89.29,1.35,1.73,1.09,2.09,2.15,1.76,86.31,0.77,53.45,2,790,86.28,83.77,12.66,27.97,1965,0.89,0,136300,193400,327200,190900,431,507,639,208,561,28.1,25.5,12.4,0,0,9.08,14.89,57.37,83.15,86.71,2.4,4367.8,0.89,0
yes,32063,2.29,0.64,93.48,4.4,5.13,8.1,24.76,9.84,8.07,32063,100,67723,84.67,0.94,62.06,14.75,2.2,12.2,79027,38932,39357,22951,19756,37456,27415,1209,3.78,0.75,4.05,56.35,2.36,74.6,20.45,24.5,3.48,54.94,10.65,38.97,13.33,11.96,2.83,83.43,82.2,93.96,83.26,61.06,68.78,124,0.8,2598,13.47,17.67,24.71,30.25,1.09,1.43,2,2.45,90.71,0.78,2.15,1.27,2.29,2.5,1.95,68.11,1.37,48.27,3,703,95.22,62.52,1.28,21.48,1956,0.36,0.17,416600,500001,500001,83401,755,1001,1001,246,1001,22.8,24.5,11.1,0,1,8.1,46.8,52.54,82.73,88.2,4.1,7874,0.88,0
yes,69512,2.66,40.35,52.26,0.43,10.51,15.95,28.5,13.87,10.71,69512,100,17736,63.65,0.16,26.71,28.02,25.53,18.68,21900,8944,11361,6385,6774,3566,6103,21647,31.72,10.42,31.43,9.25,17.82,45.72,20.65,25.89,20.12,17.49,13.01,37.23,17.02,15.25,3.21,45.11,40.94,46.83,51.51,55.12,60.74,7494,12.28,1233,13.54,17.6,22.14,27.9,0.24,0.31,0.39,0.49,92.48,0.62,7.11,4.87,2.61,2.69,2.51,59.24,4.17,47.02,3,1807,93.54,57.55,13.12,46.93,1944,9.02,0.82,22500,32800,44500,22000,208,267,323,115,343,35.1,17,14.8,38,1,1.77,74.5,58.48,89.99,94.47,18.1,3846.4,1.63,9.84
yes,505616,2.53,46.56,49.49,1.01,4.59,13.56,27.3,13.11,12.69,505616,100,17822,65,0.28,23.61,30.79,21.95,16.83,22448,9258,11161,7369,9015,7867,6357,142217,28.67,12.53,41.24,8.06,14,47.78,23.12,23.61,22.65,16.4,14.82,39.67,17.9,16.49,3.21,47.21,41.5,51.6,49.78,48.14,55.61,50152,12.2,20975,10.92,16.64,22.39,27.98,0.45,0.69,0.93,1.16,88.89,1.98,7.77,4.85,2.48,2.65,2.32,51.24,2.89,54.91,2,24524,89.07,47.93,16.23,52.12,1939,8.97,0.75,30200,40900,53700,23500,161,237,306,145,322,29.3,19.3,13.6,589,105,4.15,67.87,59,92.11,94.64,79.8,6336.3,14.25,3.35
no,19926,2.69,0.72,97.01,1.27,3.57,13.7,26.8,11.81,6.82,19926,100,42658,89.11,0.76,52.15,16.2,1.3,11.45,48613,18411,18389,9070,9188,32131,14517,677,3.43,4.84,12.75,25.25,3.3,70.87,24.98,23.85,13.09,29.56,8.01,26.72,9.57,8.8,3.2,86.02,85,94.38,79.56,54.37,61.61,50,0.38,1093,4.03,6.59,7.87,13.27,0.22,0.36,0.43,0.73,89.89,1.79,3.77,2.76,2.67,3,2.01,74.58,1.35,47.31,3,287,96.27,66.28,1.05,16.38,1977,1.01,0.09,80200,101600,134300,54100,380,425,476,96,493,21.5,18.7,11.4,0,0,5.49,56.37,42.23,80.13,82.07,13.4,1482.1,2.22,0
no,18082,2.79,4.39,93.38,1.78,1.57,12.3,24.9,11.94,10.12,18059,99.87,51265,88.24,0.28,56.97,19.83,3.06,12.47,57258,20589,20897,16218,29091,15984,14698,352,1.98,3.82,10.41,38.96,2.23,72.76,17.54,25.31,9.15,42.35,6.12,28.84,7.76,6.97,3.19,87.49,87.62,94.07,88.61,66.49,73.85,270,2.24,654,21.87,28.13,31.19,33.33,0.79,1.02,1.13,1.21,94.42,0.38,3.87,2.92,2.74,3.05,1.99,79.19,0.6,31.86,3,319,95.31,71.23,3.13,15.99,1967,0.32,0.06,136300,168400,202500,66200,499,550,613,114,615,23.9,21.2,11.2,0,0,3.62,70.08,59.28,75.84,88.66,12.3,1464.3,2.69,0
no,14272,2.62,0.5,97.77,1.44,1.18,10.52,18.06,7.43,12.65,14272,100,53539,80.91,1.59,69.56,25.05,2.41,14.61,61180,27040,27000,17289,41150,32474,13483,164,1.15,1.31,4.46,61.25,1.96,68.3,12.66,38.74,2.18,57.84,3.82,20.85,8.59,6.41,3.06,87.05,88.34,98.99,80.56,56.9,67.56,40,0.39,729,26.75,28.81,31.69,36.21,1.37,1.47,1.62,1.85,93.43,0.96,3.13,2.4,2.62,2.74,2,87.81,0.48,25.82,3,99,98.21,84.01,0,20.2,1943,0.22,0.34,92700,120000,160500,67800,469,553,598,129,605,22.3,21.1,14.1,0,0,5.11,61.4,61.04,80.36,87.27,2.2,6430,2.4,0
yes,222103,2.49,11.43,82.41,3.77,6.65,12.94,28.19,12.27,6.26,221603,99.77,33214,87.54,0.86,42.32,13.81,3.89,14.13,38614,15255,16149,11254,10623,10496,11457,16288,7.43,2.53,9.7,26.3,4.71,74.15,9.61,20.76,9.45,28.35,12.6,28.91,17.52,15.16,3.07,71.18,70.47,80.74,73.8,68.48,76.09,4347,3.14,12519,14.3,21.45,30.86,40.36,0.81,1.21,1.74,2.28,91.2,1.37,3.78,2.48,2.47,2.64,2.21,62.93,2.91,51.55,2,10758,89.23,58.69,2.77,34.71,1977,2.78,0.17,65000,80200,96100,31100,313,393,498,185,455,24.7,22.7,11.8,43,2,5.64,33.94,40.07,60.26,78.38,137.3,1617.6,4.03,5.91
yes,23644,2.45,7.45,92.17,0.22,0.36,11.36,21.79,10.51,18.97,23644,100,26867,66.9,0.24,48.97,41.52,7.19,30.51,31891,12676,13126,7644,5218,3012,18640,2356,9.99,6.32,22.32,11.34,7.39,52.87,11.6,29.01,13.41,22.04,6.85,27,9.04,8.02,2.92,73.97,72.37,75.26,78.52,64.51,68.59,424,2.24,258,4.26,4.26,7.75,7.75,0.05,0.05,0.08,0.08,93.57,0.4,2.09,1.55,2.45,2.52,2.14,83.28,0.79,41.79,3,310,96.88,80.87,2.26,45.48,1954,1.07,0.27,39200,49100,61400,22200,112,198,332,220,276,25.8,19.1,13.6,0,0,1.09,92.8,78.56,96.59,97.85,14.7,1611.7,7.98,0
no,23500,2.61,0.97,97.18,1.51,0.78,12.11,25.66,11.4,6.89,23500,100,42686,89.35,2.02,62.61,15.62,2.36,12.46,49087,19200,19285,20784,2997,16610,6863,630,2.71,0.78,4.24,37.46,2.21,77.64,8.6,25.01,6.11,39.5,7.08,23.93,10.85,9.07,3.04,84.76,85.34,96.13,81.76,73.56,78.12,85,0.54,442,14.71,22.17,31.22,36.2,0.28,0.42,0.59,0.68,96.42,0.48,2.46,1.8,2.59,2.81,2.03,77.74,0.91,35.98,3,283,96.96,71.66,0.71,14.49,1973,0.18,0,69900,86300,107100,37200,400,446,497,97,515,22.2,18.2,11.9,0,0,1.88,69.05,43.35,76.07,87.13,11.1,2113.7,1.35,0
yes,16362,2.35,13.09,85.19,0.68,1.1,11.86,25.06,12.9,17.44,0,0,24294,75.5,0.86,36.38,32.4,6.27,13.28,30781,12533,13155,6971,59455,25079,3161,2011,12.84,16.42,34.52,15.32,3.91,63.82,40.56,18.87,28.06,21.13,11.25,24.83,15.57,13.66,2.84,65.15,60.5,73.75,76.68,69.94,80.26,572,4.44,202,11.39,26.24,28.71,42.08,0.14,0.32,0.35,0.52,96.44,0.56,2.51,1.63,2.25,2.32,2.15,59.44,2.16,56.24,2,487,93.48,57.62,1.85,31.01,1963,6.75,0.19,40700,56100,73600,32900,182,255,315,133,338,23.6,18.6,12.4,20,0,1.23,77.88,52.08,81.81,91.22,12.3,1327.7,0,0
no,27244,2.96,0.72,97.03,0.84,1.02,19.03,28.13,17.79,14.33,19279,70.76,35138,73.81,1.12,49.06,35.57,6.49,18.34,39755,15389,15533,6677,5805,13609,15381,1436,5.74,19.2,33.14,21.37,7.85,58.01,17.33,28.75,14.13,27,5.57,32.89,7.83,6.77,3.15,83.1,81.16,88.19,86.78,69.64,74.9,126,0.67,3160,1.23,2.18,5.03,10.03,0.14,0.25,0.58,1.16,76.85,4.18,3.6,2.84,2.73,2.88,2.12,84.49,1.22,32.77,3,799,92,80.04,1.38,57.32,1964,0.89,0.38,114700,149100,196400,81700,182,320,521,339,380,28,22.3,13.8,0,0,11.6,74.24,62.78,87.96,95.97,63.7,427.4,0.78,0
yes,672971,2.62,24.35,72.75,1.92,2.58,13.82,28.77,13.88,9.76,664899,98.8,28513,80.64,0.47,33.84,23.41,6.33,15.21,33548,13857,15833,8114,11393,14150,11306,83815,12.81,7.26,23.13,18.39,5.2,65.89,9.15,20.61,12.43,25.2,12.64,29.38,16.5,14.64,3.1,69.79,64.73,78.04,71.52,62.69,69.91,21097,4.35,23310,11.41,19.79,27.9,35.26,0.4,0.69,0.97,1.22,93.55,0.69,4.63,3.19,2.54,2.66,2.36,64.77,4.33,45.81,3,27428,90.37,61.98,6.87,35.74,1969,6.15,0.4,45700,64000,89900,44200,266,355,441,175,431,25.6,20.6,12.4,665,155,3.46,46.39,46.33,75.84,81.96,801.7,839.4,2.65,3.05
no,10573,4.31,0.61,96.62,1.76,1.03,47.94,63.35,55.71,5.89,9789,92.61,27922,80.78,0.61,54.28,22.84,6.11,15.35,42055,10248,10308,4809,10920,9444,9776,1294,21.14,4.38,11.33,50.88,4.86,48.76,6.01,50.44,5.26,35.55,3.31,72.6,6.18,4.68,2.93,71.94,69.72,84.16,77.93,69.41,77.83,178,4.24,497,39.03,49.3,56.94,58.55,1.83,2.32,2.68,2.75,92.18,0.54,2.68,2.98,2.5,2.69,2.31,54.38,3.06,50.58,2,234,91.29,50.59,0.43,45.73,1957,1.88,0.6,66900,90700,123000,56100,301,381,482,181,434,32.2,19.7,11.7,0,0,4.7,49.43,24.2,40.15,72.74,18.9,560.5,1.12,0
yes,109592,2.63,9.04,81.98,7.69,2.58,23.19,43.75,28.97,6.29,109592,100,33344,86.61,0.81,60.29,14.36,3.2,10.07,50192,17786,19119,11835,10166,11657,11531,15624,16.08,2.22,6.08,64.22,3.81,64.65,10.56,53.07,4.53,47.65,5.81,54.22,10.29,8.09,2.94,75.87,75.13,89.53,71.98,63.75,72.82,1258,2.58,11945,31.78,41.96,51.47,56.84,3.46,4.57,5.61,6.2,86.5,1.41,3.19,2.59,2.32,2.59,2.13,48.08,3.19,57.98,2,2353,94.65,43.2,1.1,27.33,1963,1.05,0.15,86200,116400,161700,75500,426,529,657,231,568,30,20.4,12.9,195,4,10.9,51.16,32.91,55.4,75.63,26.8,4085,5.7,5.88
yes,23071,2.64,20,76.16,0.57,6.3,13.4,25.85,12.17,13.97,0,0,25075,73.85,1.95,37.25,30.35,7.46,14.1,30997,12234,14010,6335,18800,16698,8364,3776,16.85,11.78,30.81,18.7,6.29,59.31,33.26,19.87,19.4,25.78,10.97,24.52,13.42,12.29,3.15,71.62,66.01,80.31,70.85,57.15,70.8,512,2.77,699,20.6,37.63,47.5,53.36,0.62,1.14,1.44,1.62,93.15,1.32,6.01,4.3,2.58,2.63,2.5,58.96,4.98,49.49,3,1424,85.99,57.7,5.2,45.08,1964,11.21,0.96,28500,48300,72100,43600,255,318,392,137,402,25.3,18.2,14.5,3,0,3.03,74.68,50.74,79.31,91.63,24.6,936.9,0.29,0
no,10428,2.6,3.34,90.96,0.35,4.17,14.41,25.02,11.09,13.67,0,0,20277,69.74,3.76,32.18,32.11,12.26,10.26,22974,10511,10982,4849,1673,42937,4490,1882,18.33,13.15,33.01,12.64,8.24,54.45,6.3,24.19,15.57,23.16,10.57,20.22,13.47,12.13,3.11,74.77,71.07,76.15,76.33,59.11,70.4,256,2.82,102,0,6.86,28.43,52.94,0,0.07,0.28,0.52,94.33,0.43,4.05,2.92,2.57,2.52,2.65,63.81,3.57,48.03,3,885,81.92,64.94,6.78,57.63,1971,12.49,0.84,16900,35500,58800,41900,148,195,247,99,303,22.4,20.1,13.3,6,0,0.98,62.23,44.46,71.53,87.53,11.7,893.1,0,0
yes,15655,2.6,52.88,46.59,0.19,0.54,14.42,26.09,12.94,15.02,0,0,18499,75,0.69,24.1,34.68,13.17,14.45,21753,10912,15763,6624,2500,34000,6614,3699,24.07,21.8,43.91,11.92,7.91,57.23,32.28,20.54,28.7,19.28,11.55,33.05,16.06,14.13,3.1,49.68,42.97,50.51,49.82,66.97,75.86,1450,9.53,181,11.6,26.52,26.52,37.02,0.13,0.31,0.31,0.43,96.9,0.68,6.31,4.4,2.54,2.46,2.63,50.62,5.05,46.78,3,429,93.34,52.29,4.9,45.45,1960,12.61,1.45,33800,50800,74400,40600,116,180,249,133,316,29.5,18.5,13.9,0,0,1.15,81.21,57.15,86.06,91.66,7.3,2134,0.11,0
no,29038,2.7,0.24,98.94,0.4,1.52,12.14,23.98,11.47,13.33,24573,84.62,40683,79.46,0.72,51.56,29.11,4.75,15.95,45695,17166,17164,12485,3600,31953,12797,1078,3.73,10.72,25.34,22.52,5.4,65.37,27.56,21.55,16.26,28.98,5.44,25.81,7.22,6.38,3.1,85.69,84.15,93.85,89.69,63.27,74.13,205,0.93,2467,5.27,9.57,12,17.88,0.45,0.81,1.02,1.52,81.92,3.28,3.22,2.49,2.68,2.86,2.11,80.68,0.95,36.26,3,453,95.96,75.52,1.99,37.53,1962,1.17,0.18,115900,143500,180500,64600,223,351,477,254,430,23.7,22.2,13.1,0,0,8.5,67.42,61.85,86.16,88.43,27.8,1046,1.04,0
yes,63374,2.75,5.33,78.85,7.03,17.54,14.53,27.59,13.42,8.35,63374,100,41965,83.91,0.56,42.31,18.09,6.86,13.16,50040,19569,21058,12954,20827,19447,10661,4878,7.77,5.55,15.9,25.41,5.19,67.15,16.51,23.97,9.83,32.31,9.76,29.49,14.52,12.23,3.19,75,73.04,83.53,78.27,55.77,64.15,1052,2.4,8115,14.41,26.33,39.52,47.36,1.84,3.37,5.06,6.06,79.37,3.26,5.8,4.27,2.73,2.89,2.48,63.96,6.44,46.8,3,1419,94.21,60.34,0.7,11.49,1974,2.15,0.29,160100,226500,297100,137000,496,562,656,160,615,28.4,24.8,11.4,22,30,12.8,50.38,42.64,67.17,88.7,15.6,4053.1,0.96,0
yes,19438,2.27,13.98,79.77,5.02,3.02,8.79,33.22,12.7,6.15,19438,100,44002,92.63,0.11,48.09,11.19,2.36,10.93,49133,21615,22599,18861,13023,16008,14580,672,3.5,3.77,13.22,36.09,2.22,82.95,8.68,24.72,6.75,38.56,13.13,35.64,16.5,14.85,2.86,72.24,70.54,86.76,73.88,73.59,79.37,555,5.61,1371,15.17,25.02,34.94,51.57,1.07,1.76,2.46,3.64,91.19,1.13,2.73,1.57,2.25,2.34,2.14,55.19,2.96,56.14,2,498,94.5,52.99,1,17.27,1977,1.66,0.09,103400,120900,144000,40600,506,587,690,184,627,24.1,24.1,11.2,0,0,7.05,31.02,29.02,58.34,74.81,3.3,5924.1,4.5,0
