id,geschlecht,alter,groesse,gewicht,einkommen,bildung,konfession,kinder,glueck,fitness,essen,alkohol,tattoos,rhein,datause,arztbesuche,wandern,fasnacht,sehhilfe
8408,m,73,164.3,69.4,13600,sek III,NA,3,7,9,1560,0,0,4,50,2,21,nein,ja
8409,m,37,175.3,NA,7100,obligatorisch,katholisch,2,6,2,470,54,3,3,73,2,37,nein,nein
8410,m,20,173.3,80,2900,lehre,katholisch,1,6,9,790,10,0,4,81,4,84,nein,ja
8411,m,35,183.9,100.6,6900,sek III,muslimisch,2,5,4,760,13,6,6,74,7,50,nein,nein
8412,m,45,187.8,66.5,6600,lehre,evangelisch-reformiert,1,6,2,430,36,9,4,141,3,39,nein,nein
8413,m,60,183.4,89.6,10200,lehre,NA,1,2,7,1040,45,0,2,100,3,46,ja,ja
8414,m,51,175,101.2,9500,lehre,katholisch,1,3,6,400,37,0,7,108,1,95,nein,ja
8415,m,73,187.7,91.9,11300,sek III,NA,2,5,3,1230,35,1,3,90,1,71,nein,ja
8416,f,54,162.5,53.2,9100,lehre,katholisch,2,7,3,1010,7,0,3,64,6,71,nein,ja
8417,f,47,140.1,61.9,NA,sek II,katholisch,1,5,7,NA,26,2,0,43,7,75,nein,ja
8418,f,52,160.9,64.9,NA,lehre,konfessionslos,1,4,7,NA,4,0,3,101,5,60,nein,ja
8419,f,80,145.6,64.8,12000,sek III,konfessionslos,1,4,3,1330,12,0,8,79,9,55,nein,ja
8420,m,51,174.5,95,8800,sek II,konfessionslos,1,5,7,1010,33,0,4,110,6,29,nein,ja
8421,f,36,160.5,70.9,8200,lehre,konfessionslos,5,5,6,840,25,7,6,72,3,85,nein,nein
8422,f,52,164.1,NA,7100,sek III,konfessionslos,2,6,4,730,29,0,6,65,7,44,nein,nein
8423,m,29,166.1,73.2,3700,lehre,katholisch,5,4,5,10,41,0,8,83,5,38,nein,nein
8424,f,23,163.9,57.5,NA,obligatorisch,NA,2,5,7,NA,19,0,2,100,4,76,nein,nein
8425,m,44,182.5,104.2,8500,sek III,katholisch,0,2,2,420,45,5,11,72,2,83,nein,nein
8426,m,20,171.8,85.4,6300,lehre,konfessionslos,3,7,9,380,27,0,6,135,2,41,nein,ja
8427,m,33,183.5,108.3,4300,obligatorisch,katholisch,0,9,6,770,0,2,2,86,1,74,nein,ja
8428,m,63,178.8,62,10100,lehre,evangelisch-reformiert,3,8,6,1310,37,6,7,87,3,97,nein,nein
8429,m,38,174,71.1,6000,lehre,evangelisch-reformiert,3,7,5,280,56,0,7,88,1,54,nein,ja
8430,m,84,170.3,83.7,12000,obligatorisch,katholisch,4,5,6,920,60,0,6,92,1,96,nein,nein
8431,m,69,207.7,82.6,13100,obligatorisch,konfessionslos,2,7,5,1590,0,0,1,61,1,68,ja,nein
8432,f,54,172.5,67,NA,lehre,konfessionslos,1,3,5,NA,17,0,4,79,7,70,nein,ja
8433,f,42,166.2,58.3,7700,sek III,katholisch,6,8,6,780,25,0,4,75,3,85,nein,ja
8434,m,27,181.3,102.3,5900,lehre,konfessionslos,1,8,9,910,13,0,5,102,2,37,nein,ja
8435,m,50,174.8,NA,8500,lehre,NA,1,3,3,520,27,5,3,136,5,50,nein,nein
8436,m,22,159.3,87.8,5500,obligatorisch,evangelisch-reformiert,1,7,7,-100,71,0,2,88,2,25,nein,ja
8437,m,28,147.2,NA,NA,lehre,konfessionslos,1,4,3,NA,28,6,4,78,3,46,nein,nein
8438,f,28,169.8,60.7,6200,lehre,andere,4,7,7,650,0,0,7,92,5,108,nein,ja
8439,f,74,170.1,65.6,12800,lehre,katholisch,2,7,5,1480,30,0,0,75,7,72,nein,ja
8440,f,31,169.5,65.9,4700,sek III,katholisch,1,5,6,400,38,0,4,99,4,63,nein,ja
8441,f,46,167,65,7700,obligatorisch,katholisch,2,3,4,410,28,1,9,88,6,57,nein,ja
8442,f,52,176.1,58.7,9700,sek III,katholisch,2,7,9,870,30,3,3,129,1,52,nein,nein
8443,m,36,181.9,NA,6400,lehre,katholisch,2,9,8,690,32,2,3,81,1,74,nein,ja
8444,m,61,191,NA,8400,obligatorisch,katholisch,2,6,5,790,32,0,4,45,3,77,nein,ja
8445,m,53,204.7,101.5,10700,lehre,evangelisch-reformiert,1,7,3,1320,13,0,7,72,3,32,nein,ja
8446,m,35,177.3,93.7,NA,sek III,katholisch,0,6,5,NA,49,0,5,108,0,64,nein,ja
8447,f,28,153,62,NA,lehre,muslimisch,0,3,5,NA,7,0,7,73,5,28,nein,nein
8448,m,44,158.9,80,6900,sek III,muslimisch,1,7,5,700,36,0,3,106,3,97,nein,nein
8449,f,20,179.7,NA,2800,sek II,konfessionslos,2,6,6,520,24,0,2,80,7,85,nein,nein
8450,m,37,165.7,NA,NA,sek III,katholisch,1,7,6,NA,29,5,2,99,4,60,nein,ja
8451,m,52,161.3,96.3,7700,sek III,konfessionslos,1,7,6,910,40,0,2,90,0,98,nein,nein
8452,m,73,180.8,89.4,10400,lehre,NA,4,4,6,730,25,5,0,85,2,75,nein,nein
8453,f,79,148.9,60.3,14700,lehre,muslimisch,1,3,7,1310,43,2,5,97,2,51,nein,ja
8454,f,67,151.8,61.5,11900,lehre,NA,2,5,5,1200,38,5,4,51,5,56,nein,ja
8455,m,64,163.1,68.6,10400,lehre,konfessionslos,0,7,6,730,45,2,5,72,2,107,nein,nein
8456,m,55,186.2,NA,10000,lehre,NA,1,4,4,1020,5,8,3,123,6,38,nein,ja
8457,m,58,173,NA,9800,sek III,NA,2,9,8,1100,26,0,5,84,2,64,nein,nein
8458,f,50,143.7,66,6300,obligatorisch,evangelisch-reformiert,4,4,4,1050,22,0,0,122,6,70,nein,ja
8459,f,58,161.4,61.6,NA,sek III,andere,2,4,4,NA,0,0,4,97,5,40,nein,ja
8460,m,57,191.4,91.9,10100,lehre,evangelisch-reformiert,3,5,9,960,38,4,1,119,4,14,nein,nein
8461,m,39,188.2,98.3,7400,sek III,katholisch,1,4,4,310,58,0,0,111,4,52,nein,nein
8462,f,73,159,NA,13600,lehre,konfessionslos,3,5,6,1600,9,5,0,64,5,68,nein,nein
8463,f,73,157.9,75.1,9500,sek III,NA,1,9,6,1240,28,4,4,68,0,58,nein,nein
8464,m,70,172.2,NA,10000,lehre,andere,1,8,3,820,39,0,0,76,4,33,nein,ja
8465,f,42,160.5,64.8,8000,sek III,katholisch,3,5,8,800,9,3,1,93,6,96,nein,nein
8466,m,44,176.5,102.6,5800,sek III,konfessionslos,1,7,4,260,39,0,5,112,4,79,nein,ja
8467,f,73,179,55.8,10500,sek III,evangelisch-reformiert,1,6,6,1150,27,0,5,49,4,60,nein,nein
8468,f,35,181,60.8,8100,sek III,katholisch,0,6,6,1070,0,0,7,60,3,47,nein,ja
8469,f,73,172.2,73.9,12200,lehre,NA,3,6,3,1110,0,0,6,94,5,51,nein,ja
8470,m,69,208.4,85.7,11300,lehre,muslimisch,0,3,5,930,47,4,5,77,1,74,nein,nein
8471,f,29,157.3,57,3700,lehre,evangelisch-reformiert,1,5,8,670,0,0,2,91,2,96,nein,ja
8472,f,59,160.7,71.7,10000,lehre,NA,1,6,3,960,33,0,2,65,7,99,nein,nein
8473,m,36,198.8,80.5,NA,sek III,katholisch,2,5,5,NA,24,0,2,72,3,72,nein,ja
8474,m,73,176.9,85,9200,sek III,katholisch,3,4,6,1100,41,0,5,130,2,94,nein,ja
8475,f,91,166.8,67.1,14100,sek II,evangelisch-reformiert,3,7,5,1350,36,0,1,118,4,35,nein,nein
8476,m,73,160.8,77.1,12800,sek III,konfessionslos,1,2,2,1200,0,0,8,75,4,66,nein,nein
8477,f,58,158,NA,9100,lehre,konfessionslos,3,9,5,1060,25,3,2,118,2,56,nein,nein
8478,f,44,164.3,66.4,NA,sek III,evangelisch-reformiert,0,8,5,NA,18,0,4,93,6,45,nein,ja
8479,f,36,155.6,66.9,6800,lehre,evangelisch-reformiert,1,6,5,820,26,0,1,101,5,50,nein,nein
8480,m,54,167.4,86,9600,lehre,NA,1,5,4,630,57,0,6,114,5,45,nein,ja
8481,f,32,158,47.2,8100,lehre,konfessionslos,1,2,3,610,30,0,4,101,9,41,nein,ja
8482,f,36,160.1,63.1,NA,sek III,evangelisch-reformiert,3,6,5,NA,0,6,4,90,9,74,nein,ja
8483,f,23,175.2,61.7,5500,obligatorisch,konfessionslos,2,6,2,570,24,6,2,36,5,54,nein,nein
8484,m,23,187.1,75.9,NA,obligatorisch,katholisch,2,4,8,NA,57,4,4,117,3,60,nein,ja
8485,f,56,187.6,56.4,8300,lehre,NA,3,8,5,1340,0,0,5,121,3,58,nein,nein
8486,f,70,172,69.5,12100,lehre,NA,1,10,4,1640,17,8,0,114,2,70,nein,ja
8487,f,54,176.6,48.2,10300,lehre,evangelisch-reformiert,3,5,7,1310,0,2,2,131,3,50,nein,ja
8488,m,56,191.7,82.9,6600,sek III,konfessionslos,2,7,4,720,40,5,1,116,4,67,nein,nein
8489,m,29,183.6,90.1,4900,lehre,andere,2,4,2,150,33,0,0,111,5,82,ja,nein
8490,m,73,177.1,87.1,12600,sek III,konfessionslos,1,6,4,1260,59,0,5,64,5,40,nein,ja
8491,m,33,167.7,NA,NA,lehre,konfessionslos,1,3,9,NA,48,4,3,89,5,74,nein,nein
8492,m,40,184,74.7,7700,lehre,evangelisch-reformiert,3,9,5,980,0,2,4,92,5,86,nein,nein
8493,f,73,176.2,55.4,NA,sek III,evangelisch-reformiert,1,6,8,NA,38,0,3,82,5,32,nein,nein
8494,m,29,180.2,87.4,4700,lehre,konfessionslos,2,7,6,850,0,6,7,80,6,54,nein,ja
8495,f,48,172.3,48.6,10500,lehre,katholisch,2,2,4,1180,28,0,3,91,5,46,nein,nein
8496,f,42,177.3,59.8,3800,lehre,katholisch,3,6,2,420,13,0,7,76,7,82,nein,ja
8497,m,20,173.5,82.4,4100,lehre,konfessionslos,1,6,7,250,36,0,2,71,3,72,nein,ja
8498,m,34,182.1,107.5,NA,sek III,evangelisch-reformiert,0,7,6,NA,41,0,4,112,3,87,nein,ja
8499,f,35,177.8,66.4,4900,lehre,konfessionslos,1,7,7,150,29,3,10,75,6,71,nein,ja
8500,f,47,156.7,NA,8300,lehre,muslimisch,5,6,6,1000,29,0,6,130,3,37,nein,ja
8501,m,27,194,88.6,4700,sek III,andere,2,4,3,350,39,2,1,78,1,54,nein,nein
8502,f,87,172.5,57.3,NA,lehre,katholisch,2,5,3,NA,40,0,3,96,6,77,nein,ja
8503,m,21,137.1,78.6,4100,sek II,katholisch,1,3,3,620,0,5,5,85,6,42,nein,nein
8504,f,30,179.3,66.4,6400,lehre,katholisch,2,6,4,880,0,5,7,72,3,55,nein,ja
8505,m,58,184.7,94.3,8300,lehre,NA,3,1,7,930,0,0,3,95,5,62,nein,ja
8506,f,68,167.5,64.8,10400,sek III,katholisch,1,6,2,840,30,0,4,101,4,49,nein,nein
8507,m,58,181.8,72.9,11000,obligatorisch,konfessionslos,1,6,3,570,32,0,2,110,3,96,nein,nein
8508,m,53,160.9,96.2,8500,lehre,evangelisch-reformiert,1,6,5,1360,0,0,6,102,3,39,nein,nein
8509,m,50,183.7,NA,7700,sek III,katholisch,1,8,7,1000,0,2,6,102,2,111,nein,ja
8510,m,32,172.9,80.9,NA,sek III,konfessionslos,1,4,6,NA,43,0,5,80,6,45,nein,ja
8511,f,54,176.7,53.9,10300,obligatorisch,evangelisch-reformiert,1,4,8,1030,12,0,8,66,3,66,nein,ja
8512,m,53,188.1,65.7,9700,sek III,evangelisch-reformiert,1,6,3,1450,17,0,1,90,2,73,nein,nein
8513,m,73,179.6,NA,13000,sek III,NA,1,6,2,1140,45,3,0,97,4,53,nein,ja
8514,f,32,158.5,55.6,5500,sek III,andere,1,7,5,530,27,0,2,37,4,57,nein,ja
8515,m,49,167.6,88.5,8500,sek III,evangelisch-reformiert,1,7,4,490,35,8,8,74,4,97,nein,nein
8516,f,59,175.2,NA,NA,obligatorisch,muslimisch,3,6,3,NA,17,6,0,110,6,37,nein,ja
8517,f,43,153.5,58.6,NA,obligatorisch,NA,1,7,4,NA,0,0,3,111,9,90,nein,ja
8518,f,40,167.8,NA,7100,lehre,konfessionslos,0,3,5,220,45,8,7,80,12,47,nein,nein
8519,m,44,170.2,68.3,6300,sek III,evangelisch-reformiert,3,7,7,1220,0,0,7,79,3,84,nein,nein
8520,m,25,183.9,NA,3600,sek III,NA,2,5,6,240,41,0,6,64,5,45,nein,ja
8521,f,47,147.8,NA,8000,lehre,katholisch,1,5,7,650,26,3,8,69,6,51,nein,nein
8522,f,73,153.9,61.3,NA,sek III,konfessionslos,2,3,9,NA,0,3,6,59,7,54,nein,ja
8523,m,28,167.4,87.9,NA,lehre,evangelisch-reformiert,2,6,7,NA,0,5,6,68,3,47,nein,ja
8524,f,35,144.3,68.4,4800,sek II,NA,1,8,6,830,19,3,3,88,5,36,ja,ja
8525,f,24,158,53.8,5000,obligatorisch,andere,1,3,5,400,22,0,2,101,1,30,nein,ja
8526,f,43,155.5,66.3,7700,lehre,katholisch,0,6,6,640,20,6,6,85,6,102,nein,ja
8527,f,65,176.2,74.7,9900,sek III,katholisch,2,5,4,1650,0,4,3,68,3,32,nein,ja
8528,m,51,182.1,81,9000,lehre,andere,1,3,3,410,51,0,5,82,4,114,nein,ja
8529,f,60,157.3,71.9,NA,sek II,andere,1,3,6,NA,24,0,5,91,5,39,nein,nein
8530,m,64,179.4,88.8,11000,obligatorisch,konfessionslos,2,7,5,620,68,3,8,82,2,58,nein,ja
8531,m,68,186,91.8,NA,lehre,NA,1,7,3,NA,23,0,6,71,1,55,nein,ja
8532,f,38,164.4,47.9,8000,sek II,konfessionslos,3,3,4,630,14,0,7,76,3,84,nein,ja
8533,f,69,149.4,58.6,12400,lehre,andere,4,6,6,1580,18,0,1,94,3,82,nein,nein
8534,m,49,164.6,120.2,5600,sek II,katholisch,1,6,2,450,0,0,8,86,3,19,nein,ja
8535,f,54,144.8,66,10200,lehre,evangelisch-reformiert,2,5,4,810,0,3,4,105,3,71,nein,ja
8536,m,30,181.4,71.9,NA,sek III,muslimisch,1,4,2,NA,0,0,5,95,2,25,nein,nein
8537,m,30,187.3,74.9,6000,obligatorisch,katholisch,2,5,5,970,0,7,11,80,5,78,nein,ja
8538,f,25,164.7,62.8,3900,obligatorisch,NA,1,8,5,540,26,4,4,86,7,99,nein,nein
8539,m,45,171.7,84.1,10700,sek II,konfessionslos,3,5,5,810,50,0,3,98,1,82,nein,ja
8540,m,21,168.9,102.2,2300,lehre,katholisch,4,5,2,110,36,0,5,144,2,48,nein,ja
8541,f,31,169.6,54.6,4700,lehre,NA,0,7,5,540,26,6,3,83,6,64,nein,ja
8542,f,20,157.5,51,3100,lehre,konfessionslos,2,7,3,860,0,0,1,104,6,68,nein,ja
8543,f,51,192.3,73.5,NA,sek III,katholisch,1,4,2,NA,21,6,5,116,5,60,nein,ja
8544,f,35,166.7,63.6,NA,lehre,evangelisch-reformiert,1,6,5,NA,31,0,3,77,1,55,nein,ja
8545,m,48,186.6,80.3,8700,lehre,andere,3,2,5,210,41,0,1,95,4,91,nein,nein
8546,f,87,194,NA,12600,lehre,konfessionslos,2,6,3,1540,28,7,2,69,7,63,nein,ja
8547,m,30,177.9,64.6,7400,sek II,katholisch,3,7,5,420,69,0,4,97,3,51,nein,ja
8548,f,48,177.7,62.2,8000,sek III,NA,3,4,5,970,13,0,3,84,5,62,nein,nein
8549,m,75,162,NA,NA,sek III,NA,3,9,7,NA,41,0,9,74,1,38,ja,nein
8550,m,31,179.1,NA,4900,sek III,NA,2,6,6,450,21,0,2,111,4,52,ja,nein
8551,m,68,171.7,80.8,NA,lehre,andere,2,7,5,NA,23,0,4,112,6,75,nein,ja
8552,m,30,156.4,93.2,7600,sek III,katholisch,1,9,6,1150,19,0,1,114,3,99,nein,ja
8553,m,39,163.1,97.2,7900,lehre,evangelisch-reformiert,1,7,8,940,0,3,2,36,4,71,nein,ja
8554,f,73,150.8,NA,NA,sek III,katholisch,1,3,7,NA,0,0,1,85,7,63,nein,ja
8555,f,55,163.1,62.4,9400,lehre,konfessionslos,4,5,5,830,33,0,4,93,1,59,nein,ja
8556,m,37,182.5,71.8,6000,sek III,andere,3,4,2,570,0,2,5,105,4,65,nein,ja
8557,m,73,174.8,62.9,9000,sek III,NA,1,6,5,910,0,0,9,107,1,78,nein,ja
8558,m,38,163.2,90.2,8100,sek III,NA,1,2,4,660,10,3,4,76,4,50,nein,nein
8559,f,29,163.3,NA,6500,sek III,NA,3,6,6,520,44,0,4,115,6,58,nein,nein
8560,f,73,168.5,71.8,11100,obligatorisch,evangelisch-reformiert,1,6,3,1180,29,0,3,83,4,46,nein,nein
8561,m,42,184.9,83.2,6300,sek III,andere,1,7,8,430,51,3,2,97,3,44,nein,ja
8562,m,31,200.9,99.3,6900,lehre,konfessionslos,2,9,3,650,29,0,7,91,3,52,nein,nein
8563,f,25,162.9,65.9,NA,lehre,konfessionslos,1,6,8,NA,13,0,0,91,2,48,nein,ja
8564,m,58,182.5,101.1,NA,sek III,konfessionslos,2,4,5,NA,53,0,5,109,4,58,nein,nein
8565,m,30,163.1,95.1,4800,lehre,NA,0,6,5,500,20,0,2,101,4,62,nein,ja
8566,f,73,154,73.3,NA,lehre,NA,2,7,9,NA,0,1,1,82,4,55,nein,ja
8567,f,62,155,57.4,10000,obligatorisch,NA,2,4,6,830,28,2,8,72,6,89,nein,ja
8568,m,58,175.6,82.6,8100,sek III,NA,2,10,2,610,41,5,5,100,2,75,nein,ja
8569,f,30,148.9,68.8,5000,lehre,NA,2,5,4,1030,12,4,2,100,5,78,nein,ja
8570,f,43,140.6,48.7,9000,lehre,katholisch,1,7,5,1000,41,0,3,89,3,58,nein,ja
8571,f,27,159,80.9,NA,obligatorisch,evangelisch-reformiert,2,4,5,NA,7,4,3,97,3,65,nein,nein
8572,m,31,183.4,NA,5600,lehre,katholisch,1,9,7,1110,0,6,6,67,3,31,nein,ja
8573,m,37,176.1,NA,6800,lehre,muslimisch,1,8,5,500,42,5,2,91,1,85,nein,nein
8574,f,53,154.1,54.6,8500,sek III,katholisch,1,8,4,1230,23,0,6,104,3,73,nein,ja
8575,m,32,168.4,96.2,8000,sek III,evangelisch-reformiert,2,9,6,1360,0,4,8,90,4,98,nein,nein
8576,m,48,179.7,NA,5900,sek III,evangelisch-reformiert,3,9,5,1060,0,0,1,103,3,62,nein,nein
8577,m,63,178.1,95.7,11800,sek III,katholisch,2,7,7,1130,16,5,1,71,5,21,nein,ja
8578,m,33,200.6,83.8,6600,sek III,NA,1,9,5,820,34,0,4,47,3,41,nein,ja
8579,f,54,172.6,56.8,NA,obligatorisch,konfessionslos,1,1,3,NA,0,2,1,82,8,54,nein,nein
8580,f,24,164.7,58.1,3900,sek III,konfessionslos,1,6,3,570,31,3,3,110,8,90,nein,ja
8581,f,21,178.7,NA,4500,sek III,katholisch,1,7,5,450,32,1,4,66,5,52,nein,ja
8582,f,44,176.6,39.2,4800,obligatorisch,andere,2,8,6,710,0,6,8,91,4,23,nein,ja
8583,m,42,185,86.6,6700,sek III,katholisch,2,4,9,370,47,0,7,148,4,50,nein,ja
8584,m,19,179.5,85.7,3000,sek II,katholisch,2,7,4,1050,0,0,4,58,3,99,nein,ja
8585,f,73,148.5,NA,12700,sek II,konfessionslos,4,8,2,1830,0,2,7,98,7,63,nein,ja
8586,f,73,152.9,60.9,12600,sek II,muslimisch,1,6,6,1640,33,5,2,88,2,72,nein,ja
8587,f,48,169.9,58.3,8400,lehre,konfessionslos,1,6,6,630,14,0,2,118,1,38,nein,ja
8588,m,33,166,NA,4300,obligatorisch,andere,2,8,6,220,32,0,10,108,5,30,nein,ja
8589,m,33,183.8,81.4,4900,lehre,konfessionslos,1,7,3,380,46,2,5,109,3,32,nein,nein
8590,m,27,179.4,62.6,5900,sek III,konfessionslos,1,6,3,920,0,1,0,66,2,28,nein,ja
8591,m,73,183.8,112.1,NA,sek II,katholisch,3,10,3,NA,36,0,4,80,5,42,nein,ja
8592,f,23,145,77.4,4700,lehre,evangelisch-reformiert,3,4,4,440,20,0,1,116,1,68,nein,ja
8593,m,70,170.9,82.7,11200,sek III,muslimisch,2,7,6,1180,56,1,1,92,4,27,nein,ja
8594,m,56,175.2,66.1,8200,sek III,konfessionslos,4,7,7,640,55,0,5,80,2,11,nein,ja
8595,m,47,169,80.6,8800,sek III,konfessionslos,2,9,7,840,36,3,6,112,3,51,nein,ja
8596,m,53,192.9,83.8,9300,lehre,NA,1,8,4,760,47,6,0,86,3,86,nein,nein
8597,m,42,177.6,93.1,6900,lehre,katholisch,0,4,9,280,0,0,4,93,3,80,ja,ja
8598,m,27,179.6,69.5,NA,lehre,konfessionslos,1,6,4,NA,7,1,7,62,2,58,nein,nein
8599,f,73,169.7,65.7,NA,sek II,evangelisch-reformiert,1,6,3,NA,25,0,2,39,3,68,nein,nein
8600,f,78,150.6,NA,13400,lehre,konfessionslos,1,8,4,1660,0,0,3,81,1,112,ja,nein
8601,f,47,157.9,62.6,7100,sek III,evangelisch-reformiert,4,5,8,760,25,0,3,79,2,47,nein,nein
8602,m,37,164.6,82.4,6500,obligatorisch,katholisch,0,7,6,820,33,0,8,92,3,35,nein,ja
8603,f,86,188.9,NA,14500,lehre,konfessionslos,2,4,3,1210,17,0,4,85,7,68,nein,nein
8604,f,47,175.6,NA,9500,sek III,katholisch,1,9,5,900,37,0,0,55,5,64,nein,ja
8605,f,51,171.5,70.2,8300,sek III,katholisch,2,7,4,570,45,0,2,83,3,99,nein,ja
8606,f,45,154.5,71,6700,sek III,konfessionslos,2,4,3,880,0,0,4,98,4,68,nein,ja
8607,m,53,185.8,96.8,9900,lehre,katholisch,3,6,4,380,56,9,0,75,2,88,nein,ja
8608,m,20,158.5,98.4,5700,sek III,katholisch,3,6,2,450,66,5,6,86,0,92,nein,ja
8609,f,60,141.9,76.7,10700,sek III,konfessionslos,1,7,6,1620,18,0,0,88,7,37,nein,ja
8610,f,58,161.3,NA,NA,sek III,konfessionslos,1,4,3,NA,15,2,5,64,4,64,nein,nein
8611,m,63,169.5,NA,12200,sek III,katholisch,2,3,5,560,59,4,3,126,5,46,nein,nein
8612,m,38,197.1,70.2,7400,lehre,katholisch,1,8,8,690,36,1,2,113,3,133,nein,nein
8613,m,31,200.1,77.8,6600,lehre,muslimisch,2,6,3,400,46,0,4,79,4,8,nein,nein
8614,m,40,178.2,102.9,7600,sek III,katholisch,2,7,6,280,64,4,4,90,6,49,nein,ja
8615,f,51,162.8,65.8,7600,obligatorisch,evangelisch-reformiert,4,9,4,930,20,0,3,77,6,68,nein,ja
8616,m,73,165.8,79.8,12300,sek II,katholisch,1,5,1,1530,0,3,2,79,3,54,nein,ja
8617,f,71,155.1,73.9,8800,obligatorisch,katholisch,1,6,3,1170,0,5,2,49,2,56,nein,ja
8618,f,41,144.8,63.3,8200,lehre,evangelisch-reformiert,1,5,6,960,14,0,3,64,2,47,nein,nein
8619,f,72,149.8,NA,11700,sek II,evangelisch-reformiert,3,3,6,1270,17,2,1,84,6,63,nein,nein
8620,f,73,159.6,NA,11800,sek III,konfessionslos,1,8,8,1500,27,3,7,89,9,67,nein,ja
8621,f,41,173.4,74.7,NA,sek III,evangelisch-reformiert,1,6,5,NA,39,5,8,63,6,74,nein,nein
8622,f,33,161.7,67.8,4000,sek III,konfessionslos,3,7,3,250,41,6,5,83,4,33,nein,ja
8623,f,41,176.1,79.4,7100,lehre,andere,2,8,5,870,42,4,3,110,6,73,nein,ja
8624,f,23,161.7,70.6,5100,lehre,NA,1,5,2,980,26,0,0,104,7,72,nein,nein
8625,m,64,181.7,NA,10000,obligatorisch,andere,1,8,4,1400,0,0,3,100,3,49,nein,nein
8626,f,59,163.3,54,9500,lehre,konfessionslos,2,6,8,1120,19,2,6,91,4,97,nein,ja
8627,f,46,157.8,53.6,NA,lehre,NA,2,4,4,NA,0,0,0,64,3,71,nein,nein
8628,m,32,191,66.1,6900,lehre,evangelisch-reformiert,4,3,6,360,32,0,6,121,6,81,nein,ja
8629,m,51,172.4,66.7,NA,lehre,konfessionslos,4,6,7,NA,0,3,8,85,4,28,nein,nein
8630,f,43,173.3,62.3,5700,lehre,evangelisch-reformiert,2,5,6,400,36,0,6,101,4,85,nein,ja
8631,f,73,164.8,62.3,11800,lehre,NA,4,8,6,1180,19,2,8,92,4,35,nein,nein
8632,f,85,165.3,78.8,14100,sek III,katholisch,1,6,6,1890,11,0,6,103,4,48,nein,ja
8633,m,73,193.4,66.1,11300,sek III,konfessionslos,2,6,3,1710,0,5,5,101,3,43,ja,nein
8634,f,31,169.7,68.2,6700,obligatorisch,evangelisch-reformiert,3,7,5,1040,31,0,2,55,7,74,nein,ja
8635,m,57,181.4,81.4,8400,lehre,andere,1,10,3,1080,29,0,5,99,2,81,nein,ja
8636,f,52,168.4,66.6,8900,sek III,andere,0,6,3,700,47,0,6,42,2,89,nein,ja
8637,m,35,187.4,NA,7500,lehre,katholisch,1,4,8,480,41,3,4,95,2,47,nein,ja
8638,f,63,174.9,NA,11800,sek III,konfessionslos,0,5,3,1320,25,5,8,80,3,92,nein,nein
8639,m,45,178.7,NA,NA,lehre,katholisch,1,7,5,NA,33,2,0,49,2,68,ja,ja
8640,m,44,167.8,NA,NA,sek III,konfessionslos,2,6,4,NA,38,0,4,78,4,64,nein,nein
8641,m,20,173.8,70.8,4800,sek III,katholisch,2,6,4,-170,64,3,3,88,2,40,nein,nein
8642,m,50,172.1,82.1,8800,sek III,katholisch,1,3,5,540,49,0,4,102,3,52,nein,ja
8643,m,49,184.1,90,6700,sek III,katholisch,3,3,7,1290,0,8,5,100,5,88,nein,ja
8644,f,75,162.3,NA,12500,lehre,konfessionslos,2,1,9,870,0,2,0,113,4,70,ja,nein
8645,f,64,175.7,86.8,10600,lehre,katholisch,3,3,3,1260,18,1,1,66,4,58,nein,nein
8646,f,46,175.7,NA,8200,obligatorisch,konfessionslos,3,5,6,910,30,3,5,67,6,86,nein,ja
8647,m,36,161.2,NA,4600,obligatorisch,konfessionslos,2,5,8,480,33,4,3,85,1,44,nein,ja
8648,m,73,173.3,80.6,12400,sek III,katholisch,3,2,4,1150,38,0,1,65,3,53,nein,ja
8649,m,88,170.8,NA,13400,sek III,evangelisch-reformiert,0,8,1,2350,0,2,5,84,7,77,nein,ja
8650,m,54,172.3,71.1,8700,lehre,konfessionslos,0,7,6,830,44,0,3,106,2,80,nein,nein
8651,f,49,160.5,NA,8100,sek III,evangelisch-reformiert,1,5,8,1050,11,0,2,83,4,77,nein,ja
8652,f,54,161.7,60.4,NA,lehre,konfessionslos,4,4,6,NA,26,6,3,109,5,50,nein,nein
8653,f,65,160.1,71.8,12000,lehre,konfessionslos,1,4,7,790,40,0,3,61,5,78,nein,ja
8654,m,33,171.1,86.1,4900,obligatorisch,katholisch,4,5,8,140,32,5,4,99,4,40,nein,nein
8655,m,74,183.8,78.1,12200,lehre,katholisch,2,5,7,1570,0,1,0,91,2,81,nein,ja
8656,f,66,151.6,61.9,9500,sek III,konfessionslos,3,7,6,1070,24,3,2,92,1,37,nein,ja
8657,m,73,187.7,NA,NA,lehre,katholisch,1,8,5,NA,0,3,3,81,1,46,nein,ja
8658,m,66,175,100.9,12500,lehre,NA,3,6,3,1340,38,5,4,84,2,85,nein,ja
8659,m,35,179.4,64.3,5100,lehre,katholisch,2,5,5,1160,0,0,5,121,2,58,nein,ja
8660,m,23,168.8,86.7,2700,lehre,katholisch,3,6,6,40,52,0,3,87,1,53,nein,nein
8661,f,67,152.5,80.8,11100,lehre,evangelisch-reformiert,2,5,3,1600,0,0,3,113,3,52,nein,ja
8662,f,55,190.3,57.3,12200,lehre,evangelisch-reformiert,1,9,5,1310,38,0,7,69,7,86,nein,ja
