gender,year_created,hour_created,tweet_count,retweet_count,user_timezone,name_nchar,name_male,name_female,descr_nchar,descr_male,descr_female,descr_sent,tweet_nchar,tweet_male,tweet_female,tweet_sent,linkcol_red,linkcol_green,linkcol_blue,sidecol_red,sidecol_green,sidecol_blue
female,2008,10,299254,0,-5,12,0,0,137,1,0,1.5,131,0,0,2,59,148,217,0,0,0
male,2009,4,50423,0,10,9,0,0,24,0,0,0,51,0,0,0,146,102,204,0,0,0
male,2012,17,2054,0,-5,12,1,0,132,0,0,1,138,0,0,0,0,0,0,192,222,237
male,2010,6,148233,0,-10,11,1,0,152,1,1,0.5,144,0,0,2.25,0,0,0,192,222,237
male,2010,5,82373,0,-5,11,1,0,18,0,0,0,82,0,0,-1.5,179,63,0,192,222,237
male,2009,13,84125,0,-6,11,0,0,60,0,0,0,143,0,1,0.5,0,0,0,192,222,237
male,2008,14,4003,0,0,10,1,1,100,0,0,0,90,0,0,0,0,0,0,189,220,173
male,2014,14,5029,0,-5,11,0,1,128,0,0,0,95,1,1,3,137,201,250,0,0,0
male,2011,9,74219,0,1,8,0,0,83,0,0,3,137,0,0,0,0,0,0,192,222,237
female,2011,12,39249,0,-6,11,1,0,140,1,0,2,94,0,0,0,0,0,0,255,255,255
female,2014,16,1162,0,-8,10,0,0,8,0,0,-2,64,0,0,0,146,102,204,0,0,0
male,2006,12,24581,0,-8,12,0,0,29,0,0,0,136,1,1,3.5,0,0,0,135,188,68
male,2011,0,98,0,-7,9,0,0,59,1,0,0,122,0,0,-1,204,51,102,219,233,237
female,2014,15,4987,0,-5,15,0,0,41,0,0,0,85,0,0,0,255,102,153,255,255,255
female,2012,22,46947,0,-6,12,0,0,94,0,0,2,138,0,1,0.3333333333333333,74,145,60,255,255,255
male,2011,14,41781,0,-7,12,0,0,142,0,0,2,131,0,0,-2,0,0,0,255,255,255
male,2012,6,23437,1,0,8,0,0,120,0,0,0,108,0,0,0,255,132,0,255,255,255
male,2011,19,56753,0,-5,9,0,0,13,0,0,0,63,0,0,0,59,148,217,192,222,237
female,2010,19,47800,0,-8,9,0,1,143,0,0,2,133,0,0,2,0,0,0,192,222,237
male,2009,5,86397,0,-3,6,0,0,145,0,0,0,140,0,0,0,255,51,0,255,255,255
female,2009,8,153643,0,-6,9,0,0,44,0,0,2.5,57,0,0,3,0,0,0,94,212,220
female,2009,8,23384,0,-6,15,0,0,145,1,1,1,107,1,1,0,146,102,204,255,255,255
male,2009,8,14261,0,0,11,1,0,159,1,1,2,139,0,0,-1,0,0,0,192,222,237
female,2012,19,22365,0,-6,9,0,0,12,0,0,3,139,0,0,-3,101,117,122,0,0,0
male,2013,15,25951,0,-6,10,0,0,66,0,0,0,73,0,0,0,0,0,0,192,222,237
female,2015,7,8361,0,-8,14,1,0,82,0,0,2,106,0,0,2,255,204,77,0,0,0
female,2011,12,46387,1,0,13,0,0,63,0,0,1,71,0,0,1,171,184,194,0,0,0
male,2009,17,125755,0,-5,14,0,0,67,1,0,0,118,0,0,0,137,201,250,173,198,219
male,2009,11,23298,0,-7,13,0,0,82,0,0,-2,140,0,0,0,171,184,194,255,255,255
female,2008,16,32236,0,-5,8,0,0,160,1,1,0,138,0,0,-2,85,114,171,219,15,107
female,2010,21,72502,0,-6,12,0,0,5,0,0,0,65,0,0,2,153,0,0,223,223,223
female,2015,23,5014,0,-8,8,0,0,93,0,0,-0.5,137,0,0,3,171,184,194,0,0,0
male,2014,9,2991,0,-8,11,1,1,129,0,0,1,96,1,1,-2,0,0,0,192,222,237
female,2013,19,8911,0,-5,14,0,0,36,0,0,-5,59,1,0,4,0,0,0,0,0,0
female,2011,6,181248,0,-6,11,0,0,6,0,0,0,75,0,0,0,213,13,224,0,0,0
male,2009,14,9112,0,0,15,0,0,40,0,0,-3,97,0,0,2,153,153,0,238,238,238
male,2009,15,131,0,-6,11,0,0,92,0,0,2,107,0,0,-1,235,88,47,255,255,255
male,2009,22,7555,0,-5,11,1,0,35,0,0,0,66,0,0,0,47,194,239,0,0,0
male,2008,16,4519,0,-8,13,0,0,28,0,0,-2,100,0,0,0,0,0,0,0,0,0
female,2009,12,25571,0,-8,10,0,0,60,0,0,0.5,96,0,0,-1,0,0,0,0,0,0
male,2011,17,127,0,-5,7,0,0,8,0,0,-4,118,0,0,2,153,153,0,238,238,238
female,2011,18,9950,0,-6,11,0,0,33,0,0,0,114,0,0,0,240,183,215,0,0,0
male,2014,11,9317,0,-4,12,1,1,36,0,0,3,137,0,0,0,0,0,0,192,222,237
male,2011,8,29995,0,-4,11,0,0,92,1,0,3,132,0,1,3.5,0,0,0,255,255,255
male,2012,8,5561,0,0,11,1,0,39,0,0,1,128,0,0,1,0,0,0,64,64,64
female,2012,3,25546,0,0,11,0,0,148,0,0,3,98,0,0,-2,53,73,204,240,168,48
male,2011,15,6600,0,-6,9,0,0,81,1,0,1,105,0,0,-3,121,182,231,121,182,231
female,2009,9,54078,0,1,11,0,0,59,0,0,0,109,0,0,-3,222,62,94,222,44,86
female,2009,16,2874,1,-8,10,0,0,89,0,0,0,82,0,0,0,0,0,0,94,212,220
male,2012,23,8886,0,-4,13,0,0,39,0,0,0,44,0,0,0,0,0,0,192,222,237
male,2013,17,2695,0,-6,9,0,0,123,1,1,0,135,0,1,2,0,0,0,192,222,237
male,2012,7,13829,0,0,10,1,0,33,0,0,0.3333333333333333,138,0,0,-0.6666666666666666,0,0,0,192,222,237
female,2013,13,12735,0,-6,14,0,0,59,0,0,0,99,1,0,-2,180,11,67,255,255,255
female,2010,6,5130,0,-3,11,0,0,151,0,0,3,136,0,0,-1,59,148,217,255,255,255
female,2012,11,36362,0,1,13,0,0,3,0,0,0,112,0,0,2,255,56,95,255,255,255
male,2011,21,731,0,-10,8,0,0,42,1,0,0,132,0,0,-2,0,0,0,192,222,237
male,2012,4,2286,0,0,9,0,0,82,0,0,-3,39,0,0,1,146,102,204,0,0,0
male,2012,10,4878,0,1,13,0,0,102,0,0,1,81,0,0,0,153,153,0,255,255,255
male,2010,8,86572,0,-5,8,0,0,18,0,0,3,140,1,0,2,0,0,0,94,212,220
female,2013,20,21112,0,-6,12,0,0,60,1,1,2,126,0,0,-1.6666666666666667,245,171,181,255,255,255
female,2011,17,10979,0,-5,12,0,0,3,0,0,0,111,0,0,2,0,0,0,255,255,255
female,2012,19,17342,0,-10,14,0,0,16,0,0,0,116,0,0,1.3333333333333333,100,56,194,255,255,255
female,2011,21,4737,0,-8,14,0,0,68,0,1,3,88,0,0,1.6,207,40,11,48,64,80
female,2008,11,6136,0,-6,12,0,0,142,1,1,0,130,0,0,-3,219,87,87,0,0,0
male,2011,12,19112,0,3,8,0,0,19,0,0,0,94,0,0,0,255,68,0,0,0,0
male,2011,20,5677,0,-5,5,0,0,154,1,1,1,108,0,0,-1,255,129,0,0,0,0
male,2009,2,39578,0,-10,15,1,0,42,1,1,0,137,0,0,0,31,152,199,198,226,238
female,2011,13,20936,0,-4,11,0,0,67,0,1,3,54,0,0,-1,0,0,0,168,199,247
female,2014,11,79641,0,-8,13,0,0,27,0,0,3,137,1,0,2.3333333333333335,221,46,68,0,0,0
female,2009,7,87483,0,-6,8,0,0,89,0,0,2,131,0,0,-0.5,245,171,24,124,4,4
male,2009,16,26234,0,-6,8,0,0,154,0,1,0,105,0,0,0,153,153,0,0,0,0
female,2009,23,697,0,-5,8,0,0,50,0,0,0,69,0,0,0,47,194,239,0,0,0
female,2014,10,20915,0,-5,13,0,0,50,0,0,0,138,0,0,0,0,0,0,192,222,237
female,2010,12,63967,0,1,14,0,0,70,0,0,0,102,0,0,4,245,171,181,0,0,0
female,2013,21,5726,0,-5,11,0,0,126,0,0,0,61,1,0,3,174,125,184,255,255,255
male,2013,10,20469,0,5,9,0,0,152,0,0,2,55,1,1,2,0,0,0,192,222,237
male,2011,1,5292,0,1,10,0,0,46,0,0,0,121,0,0,0,59,148,217,192,222,237
female,2008,23,2973,0,-8,12,0,1,33,0,0,0,103,0,0,0,34,99,73,51,204,255
female,2011,17,24666,0,-7,9,0,0,53,1,0,0,39,0,0,-1,153,153,0,255,255,255
female,2014,11,6076,0,1,13,0,0,120,0,0,3,123,0,0,0,153,0,143,238,238,238
female,2015,9,1003,0,0,10,0,0,25,0,0,-1,103,0,0,2,245,171,181,0,0,0
male,2010,11,5207,0,-9,14,1,0,134,1,0,3,137,0,1,0,0,0,0,192,222,237
female,2009,15,23213,0,-5,8,0,0,42,0,0,1,85,0,0,3,0,0,0,0,0,0
female,2013,8,5118,0,-8,15,1,1,152,0,0,3,136,0,0,0,250,116,62,255,255,255
male,2009,16,107633,0,-5,11,0,0,152,0,0,0,113,1,0,0,47,194,239,0,0,0
female,2012,19,83868,0,-7,12,0,1,149,0,0,2,140,0,0,0,255,0,0,101,176,218
male,2008,17,1382,0,-5,14,1,0,112,0,0,2,59,0,0,-2,47,194,239,0,0,0
female,2010,7,3819,0,1,10,0,0,19,0,0,0,138,0,0,-1,0,0,0,192,222,237
male,2011,13,51133,1,-5,9,0,0,103,0,0,-2,116,0,0,2,255,82,0,0,0,0
female,2011,5,18525,0,-7,11,0,0,22,0,0,3,117,1,0,0,0,0,0,255,255,255
female,2014,6,10608,0,1,13,0,0,105,0,1,0,84,1,1,2,171,184,194,0,0,0
female,2009,21,29365,0,-6,12,0,0,82,0,0,0,136,0,0,-2.5,146,102,204,255,255,255
female,2013,1,69826,0,1,13,0,0,40,0,0,0,59,0,0,1,171,184,194,0,0,0
male,2010,23,1041,0,-4,11,0,0,51,0,0,0,22,0,0,0,0,0,0,192,222,237
female,2011,4,3020,0,0,12,0,0,114,1,0,0,103,0,0,0,221,46,68,0,0,0
male,2011,18,27594,0,-4,9,0,0,30,1,0,0,51,0,0,3,0,0,0,192,222,237
female,2011,10,131,0,-5,13,0,0,56,0,0,0,76,1,0,0,0,0,0,192,222,237
female,2011,11,49274,0,-7,9,0,0,38,0,0,0,52,0,0,3,245,171,181,0,0,0
male,2012,13,177810,0,0,9,0,0,24,0,0,0,138,1,0,2,64,80,0,255,255,255
female,2014,14,9166,0,-8,11,0,0,24,1,1,0,46,0,0,0,146,102,204,192,222,237
male,2011,11,8750,0,1,8,1,0,29,0,0,2,65,0,0,0,0,0,0,192,222,237
male,2011,19,40934,0,-7,15,0,0,26,0,0,0,98,0,0,2,153,153,0,255,255,255
male,2009,8,18058,0,-5,10,0,0,39,0,0,0,135,1,1,0,208,43,85,255,255,255
male,2009,8,95492,0,2,15,0,0,73,0,0,0,60,0,0,0,221,46,68,192,222,237
female,2014,14,1429,0,0,11,0,0,78,0,0,0,81,0,0,0,146,102,204,101,176,218
female,2011,0,26717,0,-6,15,1,1,29,0,0,1,70,0,0,0,0,0,0,0,0,0
female,2014,12,4206,0,-6,12,0,1,118,0,1,1,102,0,0,2,250,116,62,0,0,0
female,2014,15,10061,0,-8,11,0,0,26,0,0,0,101,0,0,0,171,184,194,0,0,0
female,2010,9,130860,0,-6,13,0,0,9,0,0,0,98,0,0,0.5,153,156,155,0,0,0
female,2009,8,42302,0,0,13,0,1,63,0,0,0,104,0,0,2.5,0,0,0,255,255,255
male,2011,5,10700,0,-5,11,1,0,107,0,1,0,23,1,0,0,0,0,0,255,255,255
male,2010,8,462,0,-5,13,0,0,118,1,1,1,96,0,1,0,0,0,0,255,255,255
female,2014,22,2835,0,7,11,0,0,50,1,0,0,54,0,0,0,245,171,181,0,0,0
male,2009,12,60896,0,-5,8,0,0,42,0,0,-3,102,0,0,0.6,47,194,239,0,0,0
male,2015,12,6084,0,0,11,0,0,120,0,0,2,138,0,0,1,59,148,217,0,0,0
male,2010,19,13392,0,-8,14,0,0,39,0,0,0,88,0,0,-4,0,0,0,192,222,237
male,2009,2,55586,0,-5,13,0,0,74,0,0,0,61,1,0,-2,0,0,0,245,10,41
female,2015,15,907,0,-5,10,0,1,152,0,0,2,82,0,0,3,59,148,217,0,0,0
female,2011,10,14263,0,-6,13,0,0,145,0,0,2.6666666666666665,135,1,0,2,204,51,102,219,233,237
male,2014,17,71098,0,-5,10,0,0,20,0,0,0,140,0,0,-1.3333333333333333,0,0,0,192,222,237
female,2009,9,166491,0,-6,14,1,1,46,0,0,0,87,0,0,-0.6666666666666666,204,8,8,255,255,255
female,2010,13,22837,0,-8,15,0,1,28,1,0,0,75,0,0,-2.3333333333333335,131,94,202,107,38,121
male,2010,14,14039,0,-3,8,0,0,159,0,0,0,79,1,0,-4,255,0,0,250,11,3
female,2013,23,1829,0,7,9,0,0,17,0,0,0,91,0,0,-2.5,0,0,0,192,222,237
male,2013,14,68352,1,-5,11,0,0,30,0,0,0,60,0,0,2,37,42,111,255,255,255
male,2013,11,186529,0,-5,11,0,0,24,0,0,0,140,1,0,2,245,171,181,0,0,0
female,2015,6,10522,0,-8,13,0,0,56,0,0,0,123,0,0,-0.6666666666666666,0,0,0,0,0,0
male,2011,17,36205,0,-5,13,0,0,66,0,0,0,42,0,0,-3,0,0,0,192,222,237
male,2012,16,3435,0,-4,12,1,1,125,1,1,2,68,1,0,2,250,116,62,0,0,0
female,2011,13,12556,0,-6,14,0,0,13,0,1,1,27,0,0,-2,0,0,0,94,212,220
male,2009,9,73755,0,-6,5,0,0,144,0,0,2,138,1,1,1,221,46,68,255,255,255
male,2010,14,126593,0,-6,11,0,0,11,0,0,-2,101,1,0,1.3333333333333333,153,5,0,255,255,255
male,2013,12,92802,0,3,12,0,0,62,0,0,0,76,0,0,1,0,0,0,192,222,237
female,2009,19,2311,0,-6,11,0,0,11,0,0,0,114,1,0,2,208,43,85,130,157,94
male,2009,14,17391,0,0,14,0,0,138,0,0,1,138,0,0,0,0,0,0,168,199,247
female,2014,9,6552,0,-5,9,0,0,9,0,0,0,78,0,0,-4,0,0,0,192,222,237
female,2012,17,2203,0,0,15,0,0,42,0,0,0,137,0,0,-1.5,180,11,67,192,222,237
female,2012,15,7618,0,-4,11,0,0,77,0,1,-1,43,0,0,2,71,4,133,0,0,0
male,2009,12,67356,0,0,14,0,0,22,0,0,0,117,1,0,0,59,148,217,0,0,0
female,2011,9,382,0,0,15,0,0,155,1,0,1.5,116,0,0,2.5,148,212,135,0,0,0
female,2011,20,583,0,-5,10,1,1,117,0,0,1,136,1,1,-2,0,0,0,192,222,237
female,2011,9,8663,0,-5,14,1,1,135,0,0,0,115,0,0,-1,146,102,204,240,168,48
female,2011,8,209962,0,1,15,0,0,160,0,1,-2,95,0,1,3,59,148,217,0,0,0
female,2014,10,44574,0,-6,10,0,0,85,0,0,-1.5,139,0,0,-1.5,204,153,153,255,255,255
male,2012,11,12952,0,-8,12,1,0,31,0,0,0,101,0,0,0,0,0,0,192,222,237
female,2010,10,16325,0,-6,10,0,0,48,1,1,0,72,0,0,0,255,51,0,134,164,166
male,2013,9,27996,0,1,13,1,0,20,0,0,1,31,0,0,2,0,0,0,192,222,237
female,2012,14,25300,0,-5,8,0,0,2,0,0,0,41,0,0,0,38,56,54,192,222,237
female,2014,15,4453,0,-8,10,0,0,86,0,0,-1,99,0,0,1,0,0,0,192,222,237
male,2012,5,69717,0,0,11,1,0,100,0,0,0.6666666666666666,61,0,0,-0.5,0,0,0,192,222,237
male,2011,16,6014,0,-5,15,1,1,148,0,0,2.5,140,0,0,1,0,0,0,192,222,237
female,2013,19,56773,0,1,11,0,0,39,0,0,0,83,0,0,-2.3333333333333335,74,145,60,255,255,255
female,2011,0,73188,0,-5,7,0,0,145,0,0,1.6666666666666667,105,0,0,0,96,80,128,255,255,255
male,2015,8,1185,0,-8,14,0,0,140,0,0,1,131,1,0,0.6666666666666666,0,0,0,192,222,237
female,2008,6,112719,0,1,8,0,0,159,0,0,2.6666666666666665,125,0,0,-1.3333333333333333,79,81,117,0,0,0
male,2009,13,3228,0,-4,11,0,0,56,0,0,0,140,0,1,0,255,0,0,255,255,255
female,2010,19,135080,0,-7,15,0,0,85,0,0,2.5,117,1,0,3,0,0,0,255,255,255
female,2009,22,141737,0,-8,9,0,0,49,0,0,0,88,0,0,2,133,103,85,151,184,171
female,2010,8,27818,0,-6,15,0,0,42,0,0,0,121,0,0,0,153,153,0,238,238,238
female,2012,18,8536,0,-5,10,0,0,14,0,0,0,13,0,0,-2,146,102,204,101,176,218
female,2015,14,18336,0,-8,13,0,1,116,0,1,0,118,0,0,0,146,102,204,0,0,0
female,2009,20,11619,0,10,4,0,0,56,0,0,0,125,0,0,-3,0,0,0,168,199,247
female,2012,7,4991,1,1,11,0,0,55,0,0,1,83,0,0,0,153,153,0,238,238,238
female,2012,19,10875,0,-4,12,0,0,39,1,0,0,28,0,0,1,180,11,67,204,51,102
male,2009,10,8740,1,0,15,1,1,96,0,1,0,140,1,0,1,0,0,0,192,222,237
male,2009,12,2496,0,-6,13,0,0,88,0,0,0,117,1,0,1.5,221,46,68,0,0,0
male,2012,10,20197,0,0,14,0,0,132,1,0,0,95,0,0,-0.6666666666666666,221,46,68,238,238,238
male,2009,19,15115,0,-5,15,0,0,105,0,0,2.3333333333333335,138,0,0,0.8,0,0,0,192,222,237
female,2013,7,15178,0,-5,10,0,0,46,0,0,-3,122,0,0,0,189,174,189,255,255,255
male,2010,13,4523,0,0,8,0,0,130,0,0,0,139,0,0,0,246,128,32,255,255,255
female,2010,12,43304,0,-5,9,0,1,126,0,0,3,110,1,1,-3,59,148,217,255,255,255
female,2011,2,23414,0,1,13,0,0,103,0,0,2,55,0,0,0,0,0,0,0,0,0
male,2009,9,27988,0,0,11,0,0,158,0,0,0.5,143,1,0,2,255,0,0,255,255,255
male,2013,8,5344,0,0,11,0,0,142,0,0,1,138,0,0,-1,0,0,0,255,255,255
female,2013,7,29153,0,0,11,0,0,105,1,1,0,84,0,0,0,235,21,178,255,255,255
male,2009,14,6063,0,0,12,1,0,33,0,0,0,140,0,0,4,153,153,0,255,255,255
female,2015,3,2984,0,-8,12,0,0,34,0,0,2,139,0,1,1,250,116,62,0,0,0
male,2014,15,7545,0,1,13,0,0,55,0,0,0,43,0,0,0,59,148,217,255,255,255
female,2012,18,2418,0,-3,11,1,0,115,0,1,2,106,0,0,0,133,127,135,255,255,255
female,2012,11,1791,0,-8,13,0,0,20,0,0,0,110,0,0,-1,0,0,0,192,222,237
female,2013,17,10935,0,0,14,0,0,156,0,0,2.75,146,0,0,0.3333333333333333,0,0,0,192,222,237
female,2009,15,162864,0,0,5,0,0,156,1,0,0,135,0,0,0.3333333333333333,204,99,0,255,248,173
female,2014,14,8934,1,-8,10,0,0,158,1,0,0,138,0,0,1.6666666666666667,0,0,0,192,222,237
male,2012,2,74435,0,1,11,0,0,129,1,0,-1,136,0,0,1,0,0,0,192,222,237
female,2009,6,10589,0,0,10,0,0,140,1,0,1.75,124,0,0,-2,255,0,0,255,255,255
male,2015,9,126,0,-8,9,1,0,19,0,0,0,57,0,0,0,146,102,204,0,0,0
female,2012,23,131592,0,-8,11,0,0,13,0,0,-1.5,91,0,0,-1.8,0,0,0,0,0,0
male,2009,21,29144,0,-6,12,0,0,70,0,0,0,140,1,0,2,0,0,0,189,220,173
male,2013,18,659,0,-6,13,0,0,23,0,0,0,124,0,0,0,250,116,62,0,0,0
female,2014,15,6346,0,1,9,0,0,39,0,0,2,130,0,0,1,168,74,130,192,222,237
male,2009,8,138304,0,-5,10,0,0,117,0,0,2,79,0,0,2,0,0,0,255,255,255
male,2011,14,814,0,-4,9,0,0,84,1,0,3,135,0,0,0,0,0,0,192,222,237
male,2011,12,11403,0,0,11,1,0,144,0,1,3,107,1,0,0,148,212,135,192,222,237
female,2009,8,33665,0,-5,10,0,0,104,0,0,-2,140,0,0,1,74,145,60,0,0,0
female,2010,2,5872,0,0,12,0,1,155,1,1,2.3333333333333335,140,1,0,0,0,0,0,192,222,237
female,2013,6,296222,0,-8,8,0,0,14,0,0,0,132,0,0,0,0,0,0,192,222,237
female,2008,19,2199,0,-7,10,0,0,69,0,0,0.6666666666666666,40,0,0,0,56,84,48,238,238,238
female,2011,14,4157,0,-5,13,0,0,42,0,0,1.5,33,0,0,0,208,43,85,0,0,0
female,2014,12,6465,0,0,14,0,1,20,0,0,0,135,0,0,-3,245,171,181,0,0,0
female,2012,16,1191,0,-4,10,0,0,9,0,0,0,53,0,0,0,146,102,204,238,238,238
female,2012,13,17862,0,-8,14,0,1,19,0,0,0,127,0,0,0.4,181,17,214,0,0,0
female,2015,6,193,0,-5,9,0,0,110,0,0,2,144,0,0,4,146,102,204,0,0,0
male,2008,15,204691,0,-5,12,0,0,16,0,0,2,86,1,0,2.5,0,0,0,135,188,68
female,2012,5,13585,0,-4,14,0,0,26,0,0,0,65,0,0,-4,0,0,0,255,255,255
female,2011,5,27267,0,-8,12,0,0,84,0,0,2.6666666666666665,58,1,0,-2,180,11,67,255,255,255
female,2011,17,20178,0,-5,15,0,0,53,0,0,2.6666666666666665,111,0,0,-2,255,0,0,242,225,149
male,2008,21,20985,0,-8,8,1,0,97,0,0,2.5,89,0,0,1.6666666666666667,0,0,0,192,222,237
female,2014,16,9610,0,-8,15,1,0,28,1,0,3,118,1,1,0,0,0,0,192,222,237
male,2009,13,73882,0,-8,11,0,0,106,0,0,0,122,0,0,0,0,0,0,94,212,220
female,2011,12,4415,0,-6,12,0,0,1,0,0,0,83,1,0,1,47,194,239,0,0,0
male,2010,18,12521,0,-9,15,1,1,158,1,0,2,131,1,0,0,179,57,0,192,222,237
male,2014,11,101552,0,-5,9,1,0,126,0,0,0,139,0,0,1.6666666666666667,0,0,0,255,255,255
male,2011,12,19301,1,0,12,1,0,34,1,1,0,53,1,0,0,74,145,60,0,0,0
female,2009,16,20203,0,-5,10,0,1,55,1,1,0,91,0,0,-4,148,212,135,0,0,0
female,2011,11,1434,0,-6,7,0,1,14,0,1,0,65,0,0,0,245,171,181,0,0,0
male,2011,7,122059,0,-8,8,0,0,69,1,0,1,24,0,0,0,153,153,0,238,238,238
male,2012,16,62,0,-4,14,0,0,160,1,1,0,103,1,0,0,0,0,0,168,199,247
male,2009,12,24453,0,-8,8,0,0,148,0,1,1.5,104,0,0,1.5,0,0,0,255,255,255
male,2010,9,42767,0,-1,9,0,0,68,1,0,-1,140,1,0,2,0,0,0,192,222,237
male,2010,22,43922,0,-5,12,0,0,87,0,0,0,113,0,0,-1,245,150,35,60,148,52
female,2015,9,5826,0,0,15,0,0,159,0,0,0,62,1,1,0,0,0,0,192,222,237
male,2012,19,53730,0,-4,15,0,0,59,0,0,0,42,0,0,0,171,184,194,0,0,0
female,2009,15,4936,0,-6,13,1,0,30,0,0,0,73,0,0,2,255,0,0,101,176,218
female,2012,8,21419,0,-6,14,0,0,17,0,0,0,80,0,0,-3,46,42,42,255,255,255
female,2010,23,102175,0,-5,13,1,0,157,1,0,1.5,102,0,0,0,250,10,166,0,0,0
female,2009,11,91916,0,-5,7,0,0,55,0,0,2,134,0,0,2.5,148,88,48,0,0,0
male,2009,10,9300,0,-8,10,0,0,54,0,0,0,126,1,1,0,255,0,0,101,176,218
female,2012,14,6947,0,-5,12,0,0,121,0,0,0,86,0,0,-1,221,46,68,192,222,237
male,2009,11,26172,0,-6,10,0,0,149,0,0,4,120,1,0,2,0,0,0,0,0,0
male,2010,19,2224,0,-5,14,0,0,78,1,0,-2,137,1,0,-2,153,0,0,223,223,223
male,2008,17,38991,0,-4,10,1,1,153,1,0,0,79,1,0,0,31,152,199,0,0,0
male,2009,5,18457,0,0,10,0,0,157,0,0,0,101,0,0,2,0,0,0,192,222,237
male,2010,16,78042,0,-5,15,0,0,86,0,0,3,90,0,0,2.3333333333333335,55,0,150,255,255,255
male,2011,10,1256,0,2,6,0,0,1,0,0,0,118,1,0,-1,255,51,0,134,164,166
male,2013,17,9416,0,7,12,0,0,58,0,0,3,137,0,0,1.5,74,145,60,0,0,0
male,2009,7,5143,1,-6,13,0,0,128,0,0,0,94,0,1,0,31,152,199,198,226,238
male,2009,7,13888,0,0,7,0,0,27,0,0,0,119,0,0,3,47,194,239,0,0,0
female,2015,21,12493,0,1,13,0,0,154,0,0,2.3333333333333335,91,0,0,-3,250,116,62,0,0,0
female,2012,12,495,0,-5,9,0,1,158,1,0,-1,113,0,0,0,0,0,0,192,222,237
female,2011,20,3041,0,-6,10,0,0,31,0,0,0,129,0,1,1.75,59,148,217,0,0,0
female,2009,9,19037,0,-5,12,0,0,80,0,0,2,120,0,0,1.5,59,148,217,101,176,218
male,2008,20,63510,0,-4,10,0,0,127,0,1,-1,140,0,0,-0.5,0,0,0,192,222,237
female,2010,10,32628,0,-7,13,0,0,26,0,0,0,72,0,0,-4,146,102,204,255,255,255
female,2009,13,52590,0,-6,12,0,0,22,0,0,0,140,0,0,-1,247,118,195,255,255,255
male,2012,17,15304,0,-4,14,0,0,74,1,0,3,140,1,1,2.2,0,0,0,192,222,237
female,2011,21,43152,0,-5,13,0,0,47,1,0,0,95,0,0,-4,59,148,217,255,255,255
female,2014,14,23732,0,-6,12,0,0,158,1,1,2.5,33,0,0,0,59,148,217,0,0,0
female,2012,11,4275,0,-4,15,0,0,25,0,0,0,87,0,0,-3,156,46,96,0,0,0
female,2011,20,38285,0,-8,8,0,0,41,0,0,2,107,0,0,0,146,102,204,255,255,255
male,2013,12,11831,0,-5,10,0,0,27,1,0,0,125,0,0,0,0,0,0,0,0,0
male,2011,18,223,0,-6,7,0,0,70,0,0,0.5,74,0,0,0,0,0,0,192,222,237
female,2013,8,5584,0,-4,15,0,0,91,1,1,-1,57,0,0,2,146,102,204,0,0,0
male,2011,23,31149,0,8,13,0,0,103,0,0,-4,94,1,0,2,255,0,0,255,255,255
female,2009,11,59019,0,1,8,0,0,76,0,0,1.5,84,0,0,2,0,0,0,192,222,237
female,2012,7,1309,0,-4,11,0,0,7,0,0,0,105,0,0,0,180,11,67,204,51,102
male,2012,15,44658,0,-8,9,0,0,103,1,0,1.5,84,0,0,2.5,47,194,239,0,0,0
male,2009,10,379805,0,-6,15,0,0,156,0,0,-3.5,75,0,0,0,47,194,239,0,0,0
male,2011,2,56693,0,-7,9,0,0,77,0,0,3,42,0,0,0,74,145,60,198,226,238
female,2013,12,22544,1,-5,14,1,1,146,0,0,0,130,0,0,-2.5,98,11,11,255,255,255
female,2012,16,6711,0,-4,10,0,0,11,0,0,0,91,0,0,-2,128,0,179,255,255,255
male,2010,22,20584,0,-5,8,0,0,90,0,0,-2,110,0,0,-2,0,0,0,192,222,237
female,2009,19,42580,0,-8,12,0,0,29,0,0,2,48,0,0,1,0,0,0,192,222,237
male,2012,5,14210,0,-10,15,1,1,76,1,1,0,59,1,0,0,208,43,85,255,255,255
female,2012,18,11980,0,-6,15,0,0,41,0,0,1,51,0,0,0,88,11,189,255,255,255
female,2010,2,13564,0,-3,7,0,0,153,1,1,0.4,77,0,0,0,0,0,0,192,222,237
female,2013,11,74678,0,1,11,0,0,106,0,0,0,135,0,0,-3,0,0,0,0,0,0
male,2010,4,30241,0,5,9,1,0,160,0,1,-1.5,124,0,0,2,153,153,0,0,0,0
female,2009,18,15043,0,-6,11,0,0,18,0,0,0,69,0,0,0,0,0,0,255,255,255
female,2008,3,30903,0,0,5,0,0,153,0,0,1,140,1,1,-1.5,255,8,119,255,255,255
male,2009,18,8702,0,-7,6,0,0,82,0,0,0,95,0,0,-2,255,0,0,101,176,218
female,2010,12,31977,0,-4,14,1,1,20,0,0,0,133,0,1,-4,0,0,0,192,222,237
male,2010,1,12773,0,-5,11,0,0,72,0,0,0,80,0,0,0,245,171,181,0,0,0
female,2013,15,22561,0,0,12,0,0,43,0,1,-2,65,0,1,0,221,46,68,0,0,0
male,2010,17,10669,0,-6,12,0,0,13,0,0,0,110,0,0,-1,0,0,0,0,0,0
male,2010,4,36022,0,-5,13,0,0,30,0,0,0,36,0,0,0,153,153,0,238,238,238
